# Temperature (K)   WidthCL(eV)   FreqShiftCL(eV)
1.000000     0.000827     2.201094
2.000000     0.000827     2.169663
10.000000     0.000827     2.201094
200.000000     0.000827     2.169663
300.000000     0.000827     2.169663
