#Number of particles   : 500
#Number of trajectories: 300000
#Temperature           : 8
#Number of timestamps  : 4000
#Runtime in seconds    : 13976.810000
#time       real_part      imaginary_part
      0.73     0.183482   -0.00108476
     0.735     0.179297   -0.00108877
      0.74      0.17518   -0.00109242
     0.745     0.171133   -0.00109569
      0.75     0.167153   -0.0010986
     0.755     0.163242   -0.00110115
      0.76     0.159397   -0.00110335
     0.765      0.15562   -0.00110519
      0.77     0.151909   -0.00110668
     0.775     0.148264   -0.00110784
      0.78     0.144685   -0.00110865
     0.785     0.141171   -0.00110914
      0.79     0.137721   -0.00110931
     0.795     0.134336   -0.00110916
       0.8     0.131014   -0.0011087
     0.805     0.127755   -0.00110793
      0.81     0.124558   -0.00110688
     0.815     0.121423   -0.00110554
      0.82      0.11835   -0.00110392
     0.825     0.115337   -0.00110203
      0.83     0.112384   -0.00109988
     0.835      0.10949   -0.00109747
      0.84     0.106655   -0.00109483
     0.845     0.103877   -0.00109195
      0.85     0.101157   -0.00108885
     0.855    0.0984942   -0.00108554
      0.86    0.0958869   -0.00108202
     0.865    0.0933349   -0.00107831
      0.87    0.0908375   -0.00107442
     0.875    0.0883939   -0.00107035
      0.88    0.0860035   -0.00106612
     0.885    0.0836655   -0.00106174
      0.89    0.0813792   -0.00105722
     0.895    0.0791439   -0.00105256
       0.9    0.0769589   -0.00104779
     0.905    0.0748234   -0.00104291
      0.91    0.0727367   -0.00103793
     0.915    0.0706981   -0.00103286
      0.92    0.0687068   -0.00102772
     0.925    0.0667621   -0.00102251
      0.93    0.0648633   -0.00101725
     0.935    0.0630096   -0.00101193
      0.94    0.0612002   -0.00100659
     0.945    0.0594346   -0.00100122
      0.95    0.0577118   -0.000995838
     0.955    0.0560312   -0.000990451
      0.96    0.0543921   -0.00098507
     0.965    0.0527937   -0.000979704
      0.97    0.0512353   -0.000974365
     0.975    0.0497162   -0.000969059
      0.98    0.0482356   -0.000963798
     0.985    0.0467929   -0.000958589
      0.99    0.0453874   -0.000953442
     0.995    0.0440182   -0.000948365
         1    0.0426848   -0.000943366
     1.005    0.0413865   -0.000938453
      1.01    0.0401224   -0.000933633
     1.015    0.0388921   -0.000928914
      1.02    0.0376947   -0.000924304
     1.025    0.0365296   -0.000919807
      1.03    0.0353962   -0.000915432
     1.035    0.0342937   -0.000911183
      1.04    0.0332216   -0.000907068
     1.045    0.0321791   -0.00090309
      1.05    0.0311657   -0.000899254
     1.055    0.0301807   -0.000895566
      1.06    0.0292235   -0.00089203
     1.065    0.0282934   -0.000888649
      1.07    0.0273898   -0.000885427
     1.075    0.0265122   -0.000882367
      1.08    0.0256599   -0.000879471
     1.085    0.0248324   -0.000876742
      1.09    0.0240291   -0.000874182
     1.095    0.0232493   -0.000871791
       1.1    0.0224926   -0.000869572
     1.105    0.0217583   -0.000867524
      1.11     0.021046   -0.000865648
     1.115    0.0203551   -0.000863944
      1.12     0.019685   -0.00086241
     1.125    0.0190353   -0.000861047
      1.13    0.0184053   -0.000859852
     1.135    0.0177947   -0.000858824
      1.14    0.0172029   -0.000857961
     1.145    0.0166294   -0.000857259
      1.15    0.0160737   -0.000856716
     1.155    0.0155354   -0.000856329
      1.16     0.015014   -0.000856093
     1.165    0.0145091   -0.000856005
      1.17    0.0140202   -0.000856059
     1.175    0.0135468   -0.000856252
      1.18    0.0130885   -0.000856577
     1.185    0.0126449   -0.000857029
      1.19    0.0122157   -0.000857601
     1.195    0.0118003   -0.000858288
       1.2    0.0113984   -0.000859083
     1.205    0.0110096   -0.000859979
      1.21    0.0106336   -0.000860968
     1.215    0.0102699   -0.000862042
      1.22   0.00991814   -0.000863195
     1.225   0.00957804   -0.000864416
      1.23   0.00924923   -0.000865698
     1.235   0.00893135   -0.000867032
      1.24   0.00862409   -0.000868409
     1.245   0.00832711   -0.000869819
      1.25    0.0080401   -0.000871253
     1.255   0.00776275   -0.000872701
      1.26   0.00749476   -0.000874152
     1.265   0.00723584   -0.000875597
      1.27   0.00698569   -0.000877024
     1.275   0.00674405   -0.000878424
      1.28   0.00651064   -0.000879784
     1.285   0.00628519   -0.000881095
      1.29   0.00606744   -0.000882345
     1.295   0.00585716   -0.000883522
       1.3   0.00565408   -0.000884616
     1.305   0.00545799   -0.000885614
      1.31   0.00526864   -0.000886504
     1.315   0.00508581   -0.000887275
      1.32   0.00490928   -0.000887915
     1.325   0.00473885   -0.000888412
      1.33   0.00457431   -0.000888754
     1.335   0.00441546   -0.000888929
      1.34    0.0042621   -0.000888925
     1.345   0.00411406   -0.000888729
      1.35   0.00397115   -0.00088833
     1.355   0.00383319   -0.000887715
      1.36   0.00370001   -0.000886873
     1.365   0.00357146   -0.000885791
      1.37   0.00344736   -0.000884458
     1.375   0.00332757   -0.000882861
      1.38   0.00321194   -0.000880989
     1.385   0.00310031   -0.00087883
      1.39   0.00299257   -0.000876373
     1.395   0.00288856   -0.000873606
       1.4   0.00278816   -0.000870517
     1.405   0.00269124   -0.000867096
      1.41   0.00259768   -0.000863332
     1.415   0.00250737   -0.000859213
      1.42   0.00242019   -0.00085473
     1.425   0.00233603   -0.000849871
      1.43   0.00225479   -0.000844627
     1.435   0.00217636   -0.000838987
      1.44   0.00210065   -0.000832943
     1.445   0.00202757   -0.000826484
      1.45   0.00195701   -0.000819602
     1.455   0.00188891   -0.000812287
      1.46   0.00182316   -0.000804532
     1.465   0.00175969   -0.000796327
      1.47   0.00169842   -0.000787665
     1.475   0.00163928   -0.000778539
      1.48    0.0015822   -0.000768941
     1.485    0.0015271   -0.000758864
      1.49   0.00147391   -0.000748302
     1.495   0.00142258   -0.000737248
       1.5   0.00137303   -0.000725698
     1.505   0.00132522   -0.000713646
      1.51   0.00127908   -0.000701087
     1.515   0.00123455   -0.000688016
      1.52   0.00119159   -0.00067443
     1.525   0.00115014   -0.000660325
      1.53   0.00111015   -0.000645698
     1.535   0.00107157   -0.000630546
      1.54   0.00103437   -0.000614867
     1.545   0.000998483   -0.000598659
      1.55   0.000963881   -0.000581922
     1.555   0.000930519   -0.000564654
      1.56   0.000898356   -0.000546856
     1.565   0.000867356   -0.000528526
      1.57   0.00083748   -0.000509667
     1.575   0.000808693   -0.00049028
      1.58   0.00078096   -0.000470366
     1.585   0.000754247   -0.000449927
      1.59   0.000728524   -0.000428967
     1.595   0.000703758   -0.000407488
       1.6   0.000679919   -0.000385495
     1.605   0.000656977   -0.000362991
      1.61   0.000634906   -0.000339983
     1.615   0.000613676   -0.000316474
      1.62   0.000593261   -0.000292471
     1.625   0.000573636   -0.000267981
      1.63   0.000554776   -0.00024301
     1.635   0.000536655   -0.000217565
      1.64   0.00051925   -0.000191655
     1.645   0.000502539   -0.000165288
      1.65   0.000486498   -0.000138472
     1.655   0.000471106   -0.000111218
      1.66   0.000456341   -8.35343e-05
     1.665   0.000442184   -5.5432e-05
      1.67   0.000428612   -2.69216e-05
     1.675   0.000415607   1.98575e-06
      1.68   0.00040315   3.12784e-05
     1.685   0.000391222   6.09443e-05
      1.69   0.000379804   9.0971e-05
     1.695   0.000368878   0.000121346
       1.7   0.000358427   0.000152055
     1.705   0.000348434   0.000183085
      1.71   0.000338882   0.000214423
     1.715   0.000329754   0.000246054
      1.72   0.000321035   0.000277962
     1.725   0.000312709   0.000310134
      1.73   0.000304761   0.000342554
     1.735   0.000297176   0.000375206
      1.74   0.000289939   0.000408075
     1.745   0.000283036   0.000441144
      1.75   0.000276453   0.000474397
     1.755   0.000270177   0.000507818
      1.76   0.000264193   0.00054139
     1.765   0.00025849   0.000575096
      1.77   0.000253054   0.000608919
     1.775   0.000247873   0.000642842
      1.78   0.000242935   0.000676847
     1.785   0.000238229   0.000710917
      1.79   0.000233742   0.000745035
     1.795   0.000229464   0.000779183
       1.8   0.000225384   0.000813342
     1.805   0.000221491   0.000847497
      1.81   0.000217775   0.000881628
     1.815   0.000214227   0.000915719
      1.82   0.000210836   0.000949751
     1.825   0.000207592   0.000983707
      1.83   0.000204488   0.00101757
     1.835   0.000201515   0.00105132
      1.84   0.000198663   0.00108494
     1.845   0.000195924   0.00111842
      1.85   0.000193292   0.00115174
     1.855   0.000190757   0.00118487
      1.86   0.000188313   0.00121781
     1.865   0.000185953   0.00125054
      1.87   0.00018367   0.00128304
     1.875   0.000181457   0.00131529
      1.88   0.000179308   0.00134728
     1.885   0.000177217     0.001379
      1.89   0.000175178   0.00141042
     1.895   0.000173187   0.00144154
       1.9   0.000171237   0.00147233
     1.905   0.000169324   0.00150279
      1.91   0.000167443    0.0015329
     1.915   0.000165589   0.00156264
      1.92   0.000163758     0.001592
     1.925   0.000161947   0.00162098
      1.93   0.00016015   0.00164955
     1.935   0.000158365    0.0016777
      1.94   0.000156589   0.00170543
     1.945   0.000154817   0.00173271
      1.95   0.000153047   0.00175955
     1.955   0.000151276   0.00178592
      1.96   0.000149501   0.00181182
     1.965   0.00014772   0.00183723
      1.97   0.00014593   0.00186216
     1.975   0.000144129   0.00188658
      1.98   0.000142315    0.0019105
     1.985   0.000140485   0.00193389
      1.99   0.000138639   0.00195676
     1.995   0.000136774    0.0019791
         2   0.000134888   0.00200089
     2.005   0.000132981   0.00202214
      2.01   0.00013105   0.00204283
     2.015   0.000129094   0.00206296
      2.02   0.000127112   0.00208253
     2.025   0.000125103   0.00210152
      2.03   0.000123065   0.00211994
     2.035   0.000120997   0.00213779
      2.04   0.000118899   0.00215505
     2.045   0.000116769   0.00217172
      2.05   0.000114606    0.0021878
     2.055   0.00011241   0.00220329
      2.06   0.000110179   0.00221819
     2.065   0.000107912   0.00223249
      2.07   0.000105609    0.0022462
     2.075   0.000103269    0.0022593
      2.08   0.00010089    0.0022718
     2.085   9.84723e-05   0.00228371
      2.09   9.60143e-05   0.00229501
     2.095   9.35155e-05   0.00230571
       2.1   9.09747e-05   0.00231581
     2.105   8.83913e-05   0.00232531
      2.11   8.57641e-05   0.00233421
     2.115   8.30923e-05   0.00234251
      2.12   8.03749e-05   0.00235022
     2.125   7.7611e-05   0.00235733
      2.13   7.47997e-05   0.00236385
     2.135   7.19398e-05   0.00236977
      2.14   6.90304e-05   0.00237511
     2.145   6.60706e-05   0.00237986
      2.15   6.30592e-05   0.00238403
     2.155   5.99953e-05   0.00238761
      2.16   5.68779e-05   0.00239062
     2.165   5.37058e-05   0.00239305
      2.17   5.04782e-05   0.00239491
     2.175   4.71939e-05    0.0023962
      2.18   4.38519e-05   0.00239692
     2.185   4.04513e-05   0.00239709
      2.19   3.6991e-05   0.00239669
     2.195   3.34702e-05   0.00239574
       2.2   2.98878e-05   0.00239424
     2.205   2.6243e-05   0.00239219
      2.21   2.25349e-05   0.00238959
     2.215   1.87626e-05   0.00238646
      2.22   1.49255e-05   0.00238279
     2.225   1.10228e-05   0.00237859
      2.23   7.05376e-06   0.00237387
     2.235   3.01789e-06   0.00236862
      2.24   -1.08536e-06   0.00236285
     2.245   -5.25643e-06   0.00235656
      2.25   -9.49567e-06   0.00234976
     2.255   -1.38034e-05   0.00234245
      2.26   -1.81797e-05   0.00233464
     2.265   -2.26247e-05   0.00232634
      2.27   -2.71383e-05   0.00231753
     2.275   -3.17204e-05   0.00230823
      2.28   -3.63708e-05   0.00229845
     2.285   -4.1089e-05   0.00228818
      2.29   -4.58744e-05   0.00227743
     2.295   -5.07266e-05   0.00226621
       2.3   -5.56446e-05   0.00225451
     2.305   -6.06276e-05   0.00224235
      2.31   -6.56744e-05   0.00222972
     2.315   -7.07839e-05   0.00221663
      2.32   -7.59547e-05   0.00220309
     2.325   -8.11852e-05   0.00218909
      2.33   -8.64737e-05   0.00217464
     2.335   -9.18186e-05   0.00215976
      2.34   -9.72176e-05   0.00214443
     2.345   -0.000102669   0.00212866
      2.35   -0.00010817   0.00211246
     2.355   -0.000113718   0.00209584
      2.36   -0.000119311   0.00207879
     2.365   -0.000124946   0.00206132
      2.37   -0.000130619   0.00204343
     2.375   -0.000136329   0.00202514
      2.38   -0.000142071   0.00200643
     2.385   -0.000147843   0.00198733
      2.39   -0.00015364   0.00196783
     2.395   -0.000159459   0.00194793
       2.4   -0.000165297   0.00192765
     2.405   -0.000171149   0.00190698
      2.41   -0.000177011   0.00188594
     2.415   -0.000182879   0.00186452
      2.42   -0.000188749   0.00184273
     2.425   -0.000194616   0.00182059
      2.43   -0.000200476   0.00179808
     2.435   -0.000206325   0.00177523
      2.44   -0.000212157   0.00175202
     2.445   -0.000217968   0.00172848
      2.45   -0.000223753   0.00170461
     2.455   -0.000229507   0.00168041
      2.46   -0.000235226   0.00165589
     2.465   -0.000240904   0.00163105
      2.47   -0.000246536   0.00160591
     2.475   -0.000252118   0.00158047
      2.48   -0.000257644   0.00155474
     2.485   -0.000263109   0.00152872
      2.49   -0.000268508   0.00150242
     2.495   -0.000273836   0.00147586
       2.5   -0.000279088   0.00144903
     2.505   -0.00028426   0.00142196
      2.51   -0.000289346   0.00139463
     2.515   -0.000294341   0.00136707
      2.52   -0.00029924   0.00133929
     2.525   -0.00030404   0.00131129
      2.53   -0.000308734   0.00128308
     2.535   -0.000313319   0.00125467
      2.54   -0.00031779   0.00122607
     2.545   -0.000322142   0.00119729
      2.55   -0.000326372   0.00116835
     2.555   -0.000330475   0.00113925
      2.56   -0.000334446      0.00111
     2.565   -0.000338283   0.00108061
      2.57   -0.000341982   0.00105109
     2.575   -0.000345538   0.00102147
      2.58   -0.000348948   0.000991733
     2.585   -0.00035221   0.000961909
      2.59   -0.000355319   0.000932005
     2.595   -0.000358273   0.000902032
       2.6   -0.000361068   0.000872003
     2.605   -0.000363704   0.000841929
      2.61   -0.000366175   0.000811823
     2.615   -0.000368482   0.000781698
      2.62   -0.000370621   0.000751565
     2.625   -0.00037259   0.000721437
      2.63   -0.000374388   0.000691327
     2.635   -0.000376014   0.000661249
      2.64   -0.000377465   0.000631214
     2.645   -0.000378741   0.000601236
      2.65   -0.00037984   0.000571327
     2.655   -0.000380763   0.000541502
      2.66   -0.000381508   0.000511773
     2.665   -0.000382075   0.000482154
      2.67   -0.000382464   0.000452656
     2.675   -0.000382675   0.000423295
      2.68   -0.000382708   0.000394083
     2.685   -0.000382563   0.000365033
      2.69   -0.00038224   0.000336159
     2.695   -0.000381741   0.000307474
       2.7   -0.000381067   0.00027899
     2.705   -0.000380218   0.000250722
      2.71   -0.000379196   0.000222681
     2.715   -0.000378001   0.000194881
      2.72   -0.000376636   0.000167336
     2.725   -0.000375102   0.000140057
      2.73   -0.000373401   0.000113057
     2.735   -0.000371535   8.63486e-05
      2.74   -0.000369505   5.99445e-05
     2.745   -0.000367315   3.38566e-05
      2.75   -0.000364965   8.09698e-06
     2.755   -0.000362459   -1.73225e-05
      2.76   -0.000359799   -4.23902e-05
     2.765   -0.000356988   -6.70947e-05
      2.77   -0.000354028   -9.14249e-05
     2.775   -0.000350921   -0.00011537
      2.78   -0.000347671   -0.000138918
     2.785   -0.000344281   -0.00016206
      2.79   -0.000340753   -0.000184786
     2.795   -0.000337089   -0.000207085
       2.8   -0.000333294   -0.000228947
     2.805   -0.00032937   -0.000250365
      2.81   -0.000325319   -0.000271327
     2.815   -0.000321145   -0.000291827
      2.82   -0.00031685   -0.000311856
     2.825   -0.000312438   -0.000331405
      2.83   -0.000307911   -0.000350468
     2.835   -0.000303273   -0.000369037
      2.84   -0.000298525   -0.000387106
     2.845   -0.00029367   -0.000404668
      2.85   -0.000288712   -0.000421717
     2.855   -0.000283652   -0.000438248
      2.86   -0.000278493   -0.000454256
     2.865   -0.000273238   -0.000469737
      2.87   -0.000267889   -0.000484685
     2.875   -0.000262447   -0.000499098
      2.88   -0.000256915   -0.000512973
     2.885   -0.000251295   -0.000526306
      2.89   -0.000245588   -0.000539096
     2.895   -0.000239796   -0.00055134
       2.9   -0.000233922   -0.000563038
     2.905   -0.000227965   -0.00057419
      2.91   -0.000221927   -0.000584793
     2.915   -0.000215809   -0.00059485
      2.92   -0.000209613   -0.000604361
     2.925   -0.000203338   -0.000613327
      2.93   -0.000196986   -0.00062175
     2.935   -0.000190556   -0.000629633
      2.94   -0.000184048   -0.000636978
     2.945   -0.000177464   -0.000643788
      2.95   -0.000170802   -0.000650069
     2.955   -0.000164062   -0.000655823
      2.96   -0.000157244   -0.000661057
     2.965   -0.000150347   -0.000665775
      2.97   -0.000143371   -0.000669984
     2.975   -0.000136313   -0.000673689
      2.98   -0.000129173   -0.000676898
     2.985   -0.000121949   -0.000679619
      2.99   -0.00011464   -0.000681858
     2.995   -0.000107244   -0.000683624
         3   -9.97591e-05   -0.000684927
     3.005   -9.21835e-05   -0.000685774
      3.01   -8.45149e-05   -0.000686176
     3.015   -7.67509e-05   -0.000686143
      3.02   -6.88893e-05   -0.000685684
     3.025   -6.09273e-05   -0.000684811
      3.03   -5.28623e-05   -0.000683535
     3.035   -4.46916e-05   -0.000681867
      3.04   -3.64123e-05   -0.000679818
     3.045   -2.80215e-05   -0.000677402
      3.05   -1.95162e-05   -0.000674629
     3.055   -1.08933e-05   -0.000671513
      3.06   -2.14969e-06   -0.000668067
     3.065   6.71776e-06   -0.000664302
      3.07   1.57122e-05   -0.000660234
     3.075   2.48369e-05   -0.000655875
      3.08   3.40949e-05   -0.000651238
     3.085   4.34895e-05   -0.000646337
      3.09   5.30237e-05   -0.000641187
     3.095   6.27006e-05   -0.000635801
       3.1   7.25234e-05   -0.000630192
     3.105   8.24948e-05   -0.000624376
      3.11   9.26179e-05   -0.000618365
     3.115   0.000102895   -0.000612175
      3.12   0.00011333   -0.000605818
     3.125   0.000123924   -0.000599309
      3.13   0.00013468   -0.000592662
     3.135   0.000145601   -0.00058589
      3.14   0.000156688   -0.000579008
     3.145   0.000167943   -0.000572028
      3.15   0.000179368   -0.000564965
     3.155   0.000190965   -0.00055783
      3.16   0.000202734   -0.000550638
     3.165   0.000214678   -0.0005434
      3.17   0.000226796   -0.00053613
     3.175   0.000239089   -0.000528839
      3.18   0.000251558   -0.00052154
     3.185   0.000264203   -0.000514244
      3.19   0.000277023   -0.000506963
     3.195   0.000290018   -0.000499707
       3.2   0.000303188   -0.000492488
     3.205   0.00031653   -0.000485315
      3.21   0.000330044   -0.000478198
     3.215   0.000343728   -0.000471147
      3.22   0.00035758   -0.000464172
     3.225   0.000371598   -0.00045728
      3.23   0.000385778   -0.000450481
     3.235   0.000400118   -0.000443781
      3.24   0.000414615   -0.000437189
     3.245   0.000429265   -0.000430711
      3.25   0.000444063   -0.000424354
     3.255   0.000459006   -0.000418124
      3.26   0.000474089   -0.000412027
     3.265   0.000489306   -0.000406067
      3.27   0.000504653   -0.00040025
     3.275   0.000520124   -0.00039458
      3.28   0.000535712   -0.00038906
     3.285   0.000551413   -0.000383693
      3.29   0.000567218   -0.000378484
     3.295   0.000583121   -0.000373433
       3.3   0.000599115   -0.000368543
     3.305   0.000615193   -0.000363815
      3.31   0.000631346   -0.00035925
     3.315   0.000647567   -0.000354849
      3.32   0.000663848   -0.000350612
     3.325   0.000680179   -0.000346539
      3.33   0.000696553   -0.000342628
     3.335   0.000712959   -0.000338879
      3.34   0.00072939   -0.00033529
     3.345   0.000745836   -0.00033186
      3.35   0.000762287   -0.000328586
     3.355   0.000778733   -0.000325465
      3.36   0.000795165   -0.000322494
     3.365   0.000811572   -0.00031967
      3.37   0.000827945   -0.00031699
     3.375   0.000844273   -0.000314448
      3.38   0.000860546   -0.000312042
     3.385   0.000876753   -0.000309766
      3.39   0.000892884   -0.000307616
     3.395   0.000908928   -0.000305586
       3.4   0.000924875   -0.000303671
     3.405   0.000940715   -0.000301866
      3.41   0.000956435   -0.000300164
     3.415   0.000972027   -0.000298561
      3.42   0.000987479   -0.000297048
     3.425   0.00100278   -0.000295621
      3.43   0.00101792   -0.000294273
     3.435   0.00103289   -0.000292996
      3.44   0.00104768   -0.000291785
     3.445   0.00106228   -0.000290633
      3.45   0.00107667   -0.000289532
     3.455   0.00109086   -0.000288475
      3.46   0.00110482   -0.000287456
     3.465   0.00111855   -0.000286467
      3.47   0.00113204   -0.0002855
     3.475   0.00114528   -0.00028455
      3.48   0.00115827   -0.000283609
     3.485   0.00117098   -0.000282668
      3.49   0.00118342   -0.000281722
     3.495   0.00119557   -0.000280762
       3.5   0.00120742   -0.000279783
     3.505   0.00121898   -0.000278775
      3.51   0.00123023   -0.000277734
     3.515   0.00124116   -0.000276651
      3.52   0.00125176   -0.000275519
     3.525   0.00126203   -0.000274332
      3.53   0.00127197   -0.000273083
     3.535   0.00128156   -0.000271766
      3.54    0.0012908   -0.000270373
     3.545   0.00129968   -0.000268899
      3.55   0.00130819   -0.000267337
     3.555   0.00131634   -0.00026568
      3.56   0.00132412   -0.000263924
     3.565   0.00133152   -0.000262061
      3.57   0.00133853   -0.000260087
     3.575   0.00134516   -0.000257996
      3.58   0.00135139   -0.000255782
     3.585   0.00135723   -0.00025344
      3.59   0.00136268   -0.000250965
     3.595   0.00136772   -0.000248352
       3.6   0.00137235   -0.000245597
     3.605   0.00137658   -0.000242696
      3.61    0.0013804   -0.000239643
     3.615    0.0013838   -0.000236434
      3.62   0.00138679   -0.000233067
     3.625   0.00138937   -0.000229537
      3.63   0.00139152   -0.000225841
     3.635   0.00139326   -0.000221975
      3.64   0.00139458   -0.000217937
     3.645   0.00139548   -0.000213724
      3.65   0.00139596   -0.000209333
     3.655   0.00139601   -0.000204762
      3.66   0.00139565   -0.000200009
     3.665   0.00139486   -0.000195073
      3.67   0.00139365   -0.00018995
     3.675   0.00139202   -0.000184641
      3.68   0.00138998   -0.000179144
     3.685   0.00138751   -0.000173458
      3.69   0.00138462   -0.000167582
     3.695   0.00138132   -0.000161517
       3.7    0.0013776   -0.000155262
     3.705   0.00137346   -0.000148817
      3.71   0.00136891   -0.000142183
     3.715   0.00136395   -0.000135361
      3.72   0.00135858   -0.00012835
     3.725    0.0013528   -0.000121154
      3.73   0.00134662   -0.000113772
     3.735   0.00134003   -0.000106207
      3.74   0.00133304   -9.84612e-05
     3.745   0.00132565   -9.0536e-05
      3.75   0.00131786   -8.24344e-05
     3.755   0.00130968   -7.41589e-05
      3.76   0.00130111   -6.57127e-05
     3.765   0.00129214   -5.7099e-05
      3.77   0.00128279   -4.83213e-05
     3.775   0.00127306   -3.93833e-05
      3.78   0.00126295   -3.02891e-05
     3.785   0.00125246   -2.10429e-05
      3.79   0.00124159   -1.1649e-05
     3.795   0.00123036   -2.11235e-06
       3.8   0.00121875   7.56228e-06
     3.805   0.00120678   1.73697e-05
      3.81   0.00119446   2.73047e-05
     3.815   0.00118177   3.73616e-05
      3.82   0.00116873   4.75346e-05
     3.825   0.00115534   5.7818e-05
      3.83   0.00114161   6.82055e-05
     3.835   0.00112753   7.86908e-05
      3.84   0.00111311   8.92676e-05
     3.845   0.00109837   9.99293e-05
      3.85   0.00108329   0.000110669
