# FQM_w,     FQM_I,     DCL_I,     ACL_I
-16.180000       -0.001908       -0.005288       -0.001256
-16.170000       -0.001903       -0.002388       -0.001252
-16.160000       -0.001898       0.000685       -0.001248
-16.150000       -0.001893       0.003657       -0.001244
-16.140000       -0.001888       0.006263       -0.001240
-16.130000       -0.001883       0.008270       -0.001236
-16.120000       -0.001878       0.009499       -0.001232
-16.110000       -0.001873       0.009839       -0.001228
-16.100000       -0.001868       0.009260       -0.001225
-16.090000       -0.001863       0.007815       -0.001221
-16.080000       -0.001858       0.005631       -0.001217
-16.070000       -0.001853       0.002904       -0.001213
-16.060000       -0.001848       -0.000122       -0.001209
-16.050000       -0.001843       -0.003178       -0.001205
-16.040000       -0.001838       -0.005990       -0.001202
-16.030000       -0.001833       -0.008305       -0.001198
-16.020000       -0.001828       -0.009918       -0.001194
-16.010000       -0.001823       -0.010683       -0.001190
-16.000000       -0.001818       -0.010532       -0.001186
-15.990000       -0.001814       -0.009477       -0.001183
-15.980000       -0.001809       -0.007612       -0.001179
-15.970000       -0.001804       -0.005102       -0.001175
-15.960000       -0.001799       -0.002173       -0.001172
-15.950000       -0.001794       0.000916       -0.001168
-15.940000       -0.001789       0.003888       -0.001164
-15.930000       -0.001784       0.006477       -0.001161
-15.920000       -0.001780       0.008454       -0.001157
-15.910000       -0.001775       0.009640       -0.001153
-15.900000       -0.001770       0.009931       -0.001150
-15.890000       -0.001765       0.009299       -0.001146
-15.880000       -0.001760       0.007801       -0.001143
-15.870000       -0.001756       0.005570       -0.001139
-15.860000       -0.001751       0.002806       -0.001135
-15.850000       -0.001746       -0.000244       -0.001132
-15.840000       -0.001742       -0.003307       -0.001128
-15.830000       -0.001737       -0.006111       -0.001125
-15.820000       -0.001732       -0.008404       -0.001121
-15.810000       -0.001727       -0.009980       -0.001118
-15.800000       -0.001723       -0.010699       -0.001114
-15.790000       -0.001718       -0.010495       -0.001111
-15.780000       -0.001714       -0.009386       -0.001107
-15.770000       -0.001709       -0.007471       -0.001104
-15.760000       -0.001704       -0.004919       -0.001100
-15.750000       -0.001700       -0.001959       -0.001097
-15.740000       -0.001695       0.001145       -0.001094
-15.730000       -0.001690       0.004117       -0.001090
-15.720000       -0.001686       0.006691       -0.001087
-15.710000       -0.001681       0.008637       -0.001083
-15.700000       -0.001677       0.009781       -0.001080
-15.690000       -0.001672       0.010021       -0.001077
-15.680000       -0.001668       0.009335       -0.001073
-15.670000       -0.001663       0.007784       -0.001070
-15.660000       -0.001659       0.005506       -0.001067
-15.650000       -0.001654       0.002705       -0.001064
-15.640000       -0.001650       -0.000369       -0.001060
-15.630000       -0.001645       -0.003442       -0.001057
-15.620000       -0.001641       -0.006238       -0.001054
-15.610000       -0.001636       -0.008507       -0.001050
-15.600000       -0.001632       -0.010047       -0.001047
-15.590000       -0.001627       -0.010719       -0.001044
-15.580000       -0.001623       -0.010462       -0.001041
-15.570000       -0.001618       -0.009299       -0.001038
-15.560000       -0.001614       -0.007332       -0.001034
-15.550000       -0.001610       -0.004738       -0.001031
-15.540000       -0.001605       -0.001747       -0.001028
-15.530000       -0.001601       0.001374       -0.001025
-15.520000       -0.001597       0.004347       -0.001022
-15.510000       -0.001592       0.006905       -0.001019
-15.500000       -0.001588       0.008821       -0.001016
-15.490000       -0.001584       0.009922       -0.001013
-15.480000       -0.001579       0.010111       -0.001010
-15.470000       -0.001575       0.009370       -0.001007
-15.460000       -0.001571       0.007765       -0.001003
-15.450000       -0.001566       0.005439       -0.001000
-15.440000       -0.001562       0.002600       -0.000997
-15.430000       -0.001558       -0.000499       -0.000994
-15.420000       -0.001554       -0.003580       -0.000991
-15.410000       -0.001549       -0.006369       -0.000988
-15.400000       -0.001545       -0.008615       -0.000986
-15.390000       -0.001541       -0.010118       -0.000983
-15.380000       -0.001537       -0.010743       -0.000980
-15.370000       -0.001532       -0.010432       -0.000977
-15.360000       -0.001528       -0.009214       -0.000974
-15.350000       -0.001524       -0.007196       -0.000971
-15.340000       -0.001520       -0.004558       -0.000968
-15.330000       -0.001516       -0.001535       -0.000965
-15.320000       -0.001512       0.001604       -0.000962
-15.310000       -0.001507       0.004577       -0.000959
-15.300000       -0.001503       0.007119       -0.000957
-15.290000       -0.001499       0.009004       -0.000954
-15.280000       -0.001495       0.010063       -0.000951
-15.270000       -0.001491       0.010200       -0.000948
-15.260000       -0.001487       0.009404       -0.000945
-15.250000       -0.001483       0.007744       -0.000943
-15.240000       -0.001479       0.005369       -0.000940
-15.230000       -0.001475       0.002491       -0.000937
-15.220000       -0.001471       -0.000633       -0.000935
-15.210000       -0.001467       -0.003724       -0.000932
-15.200000       -0.001463       -0.006505       -0.000929
-15.190000       -0.001458       -0.008728       -0.000926
-15.180000       -0.001454       -0.010194       -0.000924
-15.170000       -0.001450       -0.010770       -0.000921
