# FQM_w,     FQM_I,     DCL_I,     ACL_I
-20.000000       -0.007296       -0.008802       -0.007259
-19.990000       -0.007282       -0.008922       -0.007245
-19.980000       -0.007268       -0.008890       -0.007232
-19.970000       -0.007255       -0.008706       -0.007218
-19.960000       -0.007241       -0.008387       -0.007204
-19.950000       -0.007227       -0.007958       -0.007191
-19.940000       -0.007213       -0.007457       -0.007177
-19.930000       -0.007200       -0.006928       -0.007163
-19.920000       -0.007186       -0.006415       -0.007150
-19.910000       -0.007172       -0.005964       -0.007136
-19.900000       -0.007159       -0.005613       -0.007122
-19.890000       -0.007145       -0.005391       -0.007109
-19.880000       -0.007131       -0.005318       -0.007095
-19.870000       -0.007118       -0.005398       -0.007081
-19.860000       -0.007104       -0.005622       -0.007068
-19.850000       -0.007090       -0.005969       -0.007054
-19.840000       -0.007077       -0.006407       -0.007041
-19.830000       -0.007063       -0.006894       -0.007027
-19.820000       -0.007050       -0.007386       -0.007014
-19.810000       -0.007036       -0.007837       -0.007000
-19.800000       -0.007022       -0.008205       -0.006987
-19.790000       -0.007009       -0.008457       -0.006973
-19.780000       -0.006995       -0.008569       -0.006960
-19.770000       -0.006982       -0.008528       -0.006946
-19.760000       -0.006968       -0.008338       -0.006933
-19.750000       -0.006955       -0.008014       -0.006919
-19.740000       -0.006941       -0.007583       -0.006906
-19.730000       -0.006928       -0.007083       -0.006892
-19.720000       -0.006914       -0.006557       -0.006879
-19.710000       -0.006901       -0.006050       -0.006865
-19.700000       -0.006887       -0.005606       -0.006852
-19.690000       -0.006874       -0.005264       -0.006839
-19.680000       -0.006860       -0.005052       -0.006825
-19.670000       -0.006847       -0.004988       -0.006812
-19.660000       -0.006833       -0.005076       -0.006798
-19.650000       -0.006820       -0.005307       -0.006785
-19.640000       -0.006806       -0.005658       -0.006772
-19.630000       -0.006793       -0.006096       -0.006758
-19.620000       -0.006780       -0.006582       -0.006745
-19.610000       -0.006766       -0.007070       -0.006732
-19.600000       -0.006753       -0.007515       -0.006718
-19.590000       -0.006739       -0.007877       -0.006705
-19.580000       -0.006726       -0.008120       -0.006692
-19.570000       -0.006713       -0.008223       -0.006679
-19.560000       -0.006699       -0.008174       -0.006665
-19.550000       -0.006686       -0.007978       -0.006652
-19.540000       -0.006673       -0.007649       -0.006639
-19.530000       -0.006659       -0.007216       -0.006626
-19.520000       -0.006646       -0.006716       -0.006612
-19.510000       -0.006633       -0.006193       -0.006599
-19.500000       -0.006619       -0.005691       -0.006586
-19.490000       -0.006606       -0.005255       -0.006573
-19.480000       -0.006593       -0.004921       -0.006560
-19.470000       -0.006580       -0.004718       -0.006546
-19.460000       -0.006566       -0.004663       -0.006533
