# Analytical correlation function
# time   C_FQM_Re    C_FQM_Im    C_DCL_Re    C_DCL_Im    C_ACL_Re   C_ACL_Im
0.000000      0.000000      0.000000      1.000000      0.000000      1.000000      0.000000
0.050000      0.000000      0.000000      0.981093      0.078249      0.981093      0.078247
0.100000      0.000000      0.000000      0.926459      0.148729      0.926462      0.148710
0.150000      0.000000      0.000000      0.841982      0.204946      0.841996      0.204887
0.200000      0.000000      0.000000      0.736309      0.242661      0.736349      0.242540
0.250000      0.000000      0.000000      0.619413      0.260383      0.619496      0.260185
0.300000      0.000000      0.000000      0.501070      0.259292      0.501212      0.259018
0.350000      0.000000      0.000000      0.389574      0.242683      0.389783      0.242347
0.400000      0.000000      0.000000      0.290907      0.215109      0.291181      0.214738
0.450000      0.000000      0.000000      0.208443      0.181458      0.208768      0.181084
0.500000      0.000000      0.000000      0.143134      0.146168      0.143488      0.145820
0.550000      0.000000      0.000000      0.094031      0.112703      0.094390      0.112402
0.600000      0.000000      0.000000      0.058954      0.083329      0.059294      0.083088
0.650000      0.000000      0.000000      0.035153      0.059160      0.035455      0.058980
0.700000      0.000000      0.000000      0.019830      0.040373      0.020083      0.040247
0.750000      0.000000      0.000000      0.010493      0.026505      0.010695      0.026425
0.800000      0.000000      0.000000      0.005134      0.016751      0.005286      0.016704
0.850000      0.000000      0.000000      0.002257      0.010197      0.002366      0.010172
0.900000      0.000000      0.000000      0.000832      0.005981      0.000906      0.005970
0.950000      0.000000      0.000000      0.000198      0.003381      0.000247      0.003378
1.000000      0.000000      0.000000      -0.000039      0.001843      -0.000008      0.001843
1.050000      0.000000      0.000000      -0.000098      0.000968      -0.000080      0.000970
1.100000      0.000000      0.000000      -0.000089      0.000491      -0.000079      0.000492
1.150000      0.000000      0.000000      -0.000064      0.000240      -0.000058      0.000241
1.200000      0.000000      0.000000      -0.000040      0.000113      -0.000037      0.000114
1.250000      0.000000      0.000000      -0.000023      0.000051      -0.000021      0.000052
1.300000      0.000000      0.000000      -0.000012      0.000022      -0.000011      0.000023
1.350000      0.000000      0.000000      -0.000006      0.000009      -0.000006      0.000010
1.400000      0.000000      0.000000      -0.000003      0.000004      -0.000003      0.000004
1.450000      0.000000      0.000000      -0.000001      0.000001      -0.000001      0.000002
1.500000      0.000000      0.000000      -0.000001      0.000001      -0.000001      0.000001
1.550000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.600000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.650000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.700000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.750000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.800000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.850000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.900000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
1.950000      0.000000      0.000000      -0.000000      0.000000      -0.000000      0.000000
2.000000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      0.000000
2.050000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.100000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.150000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.200000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.250000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.300000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.350000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.400000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.450000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.500000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.550000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.600000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.650000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.700000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.750000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.800000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.850000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.900000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
2.950000      0.000000      0.000000      -0.000000      -0.000000      -0.000000      -0.000000
3.000000      0.000000      0.000000      0.000000      -0.000000      -0.000000      -0.000000
3.050000      0.000000      0.000000      0.000000      -0.000000      -0.000000      -0.000000
3.100000      0.000000      0.000000      0.000000      -0.000000      -0.000000      -0.000000
3.150000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.200000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.250000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.300000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.350000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.400000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.450000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.500000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.550000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.600000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.650000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.700000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.750000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.800000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.850000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.900000      0.000000      0.000000      0.000000      -0.000000      0.000000      -0.000000
3.950000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.000000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.050000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.100000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.150000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.200000      0.000000      0.000000      0.000000      0.000000      0.000000      -0.000000
4.250000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.300000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.350000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.400000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.450000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.500000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.550000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.600000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.650000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.700000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.750000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.800000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.850000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.900000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000
4.950000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.000000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.050000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.100000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.150000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.200000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.250000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
5.300000      0.000000      0.000000      -0.000000      0.000000      0.000000      0.000000
