# Time    F_t_Re (QM_E17)      F_t_Im (QM_E17)       F_t_Re_erf       F_t_Im_erf  
0.00000000000000000000        1.000000        0.000000         0.986716         0.000106     
0.00000000000000100000        0.998732        -0.029298         0.985448         -0.029192     
0.00000000000000200000        0.994939        -0.058400         0.981655         -0.058294     
0.00000000000000300000        0.988654        -0.087115         0.975370         -0.087009     
0.00000000000000400000        0.979931        -0.115254         0.966647         -0.115148     
0.00000000000000500000        0.968844        -0.142637         0.955560         -0.142531     
0.00000000000000600000        0.955486        -0.169093         0.942201         -0.168987     
0.00000000000000700000        0.939968        -0.194462         0.926684         -0.194356     
0.00000000000000800000        0.922418        -0.218598         0.909134         -0.218493     
0.00000000000000900000        0.902977        -0.241371         0.889693         -0.241265     
0.00000000000001000000        0.881799        -0.262663         0.868515         -0.262557     
0.00000000000001100000        0.859048        -0.282377         0.845764         -0.282272     
0.00000000000001200000        0.834895        -0.300433         0.821611         -0.300327     
0.00000000000001300000        0.809517        -0.316767         0.796233         -0.316661     
0.00000000000001400000        0.783095        -0.331336         0.769811         -0.331230     
0.00000000000001500000        0.755808        -0.344112         0.742524         -0.344007     
0.00000000000001600000        0.727838        -0.355088         0.714554         -0.354982     
0.00000000000001700000        0.699361        -0.364270         0.686077         -0.364164     
0.00000000000001800000        0.670548        -0.371683         0.657264         -0.371577     
0.00000000000001900000        0.641564        -0.377364         0.628280         -0.377258     
0.00000000000002000000        0.612567        -0.381366         0.599283         -0.381260     
0.00000000000002100000        0.583703        -0.383751         0.570419         -0.383645     
0.00000000000002200000        0.555110        -0.384595         0.541826         -0.384489     
0.00000000000002300000        0.526913        -0.383979         0.513629         -0.383873     
0.00000000000002400000        0.499227        -0.381995         0.485943         -0.381889     
0.00000000000002500000        0.472152        -0.378738         0.458868         -0.378632     
0.00000000000002600000        0.445778        -0.374308         0.432494         -0.374203     
0.00000000000002700000        0.420182        -0.368810         0.406898         -0.368704     
