# ShellLayers(ML)  WidthQM_E17(eV)  reorg_E(meV)  mainPeakCenter(eV) LOSidebandCenter(eV) LOSidebandWidth(eV)
2   0.005459    9.096980    1.96466    1.99719   0.00554
3   0.004301    6.598703    1.92717    1.95996   0.00434
4   0.003970    5.050632    1.90274    1.93574   0.00400
5   0.003970    4.914838    1.87327    1.90635   0.00398
