2129.71649     0.15306
2129.81889     0.17715
2129.81889     0.16466
2130.22848     0.12361
2130.22848     0.11291
2130.31040     0.13753
2130.63808     0.10086
2131.04767     0.09105
2131.35487     0.06774
2131.45726     0.07989
2131.66206     0.05803
2131.94878     0.04545
2132.41298     0.04063
2133.81243     0.04030
2134.32442     0.03127
2134.89933     0.01754
2136.25536     0.00660
2137.19157     0.00584
2137.76500     0.01414
2139.44433     0.01119
2139.78566     0.00450
2141.49230     0.00338
2143.13068     0.00350
2144.81001     0.00584
2146.36646     0.00584
2147.29487     0.00271
2148.41443     0.01012
2149.88897     0.00182
2150.09376     0.01153
2151.76139     0.00526
2153.32955     0.00459
2155.00888     0.00584
2155.35021     0.00004
2157.05685     0.00350
2158.69522     0.00249
2160.33360     0.00216
2161.97197     0.00249
2163.61034     0.00182
2165.24872     0.00182
2166.88709     0.00149
2168.52546     0.00115
2170.16384     0.00082
2171.80221     0.00048
2173.44058     0.00048
2174.66936     -0.00019
2175.48855     0.01364
2177.12692     0.01153
2178.56050     0.01208
2178.97009     0.00182
