#Number of particles   : 500
#Number of trajectories: 300000
#Temperature           : 8
#Number of timestamps  : 10000
#Runtime in seconds    : 40560.230000
#time       real_part      imaginary_part
      1.72     0.104824   -0.000234398
     1.725     0.104832   -0.000221178
      1.73     0.104842   -0.000207266
     1.735     0.104853   -0.000192648
      1.74     0.104866   -0.000177312
     1.745      0.10488   -0.000161252
      1.75     0.104895   -0.000144466
     1.755     0.104912   -0.000126956
      1.76      0.10493   -0.000108729
     1.765     0.104949   -8.97943e-05
      1.77     0.104969   -7.01673e-05
     1.775     0.104991   -4.9866e-05
      1.78     0.105014   -2.89123e-05
     1.785     0.105038   -7.33148e-06
      1.79     0.105062   1.4848e-05
     1.795     0.105088   3.75949e-05
       1.8     0.105115   6.08752e-05
     1.805     0.105142   8.46527e-05
      1.81      0.10517   0.000108889
     1.815     0.105199   0.000133545
      1.82     0.105229   0.000158578
     1.825     0.105259   0.000183946
      1.83     0.105289   0.000209607
     1.835      0.10532   0.000235515
      1.84     0.105352   0.000261626
     1.845     0.105383   0.000287897
      1.85     0.105415   0.000314284
     1.855     0.105447   0.000340742
      1.86     0.105479   0.000367228
     1.865     0.105511   0.000393701
      1.87     0.105543   0.000420118
     1.875     0.105576   0.000446438
      1.88     0.105608   0.000472623
     1.885      0.10564   0.000498633
      1.89     0.105672   0.000524431
     1.895     0.105703   0.000549982
       1.9     0.105735   0.000575249
     1.905     0.105766    0.0006002
      1.91     0.105797   0.000624801
     1.915     0.105828   0.000649021
      1.92     0.105858   0.000672829
     1.925     0.105889   0.000696197
      1.93     0.105919   0.000719096
     1.935     0.105949   0.000741497
      1.94     0.105979   0.000763376
     1.945     0.106008   0.000784706
      1.95     0.106038   0.000805463
     1.955     0.106068   0.000825622
      1.96     0.106098   0.000845162
     1.965     0.106127   0.000864059
      1.97     0.106157   0.000882292
     1.975     0.106188   0.000899841
      1.98     0.106218   0.000916687
     1.985     0.106249   0.00093281
      1.99      0.10628   0.000948193
     1.995     0.106312   0.000962819
         2     0.106344   0.000976672
     2.005     0.106378   0.000989737
      2.01     0.106411     0.001002
     2.015     0.106446   0.00101345
      2.02     0.106482   0.00102408
     2.025     0.106519   0.00103386
      2.03     0.106556   0.00104281
     2.035     0.106595    0.0010509
      2.04     0.106636   0.00105813
     2.045     0.106677    0.0010645
      2.05      0.10672   0.00106999
     2.055     0.106764   0.00107462
      2.06      0.10681   0.00107837
     2.065     0.106858   0.00108125
      2.07     0.106906   0.00108326
     2.075     0.106957   0.00108441
      2.08     0.107009   0.00108468
     2.085     0.107063    0.0010841
      2.09     0.107118   0.00108267
     2.095     0.107175    0.0010804
       2.1     0.107234    0.0010773
     2.105     0.107295   0.00107338
      2.11     0.107357   0.00106866
     2.115      0.10742   0.00106314
      2.12     0.107485   0.00105686
     2.125     0.107552   0.00104983
      2.13     0.107621   0.00104207
     2.135      0.10769    0.0010336
      2.14     0.107762   0.00102446
     2.145     0.107834   0.00101466
      2.15     0.107908   0.00100424
     2.155     0.107984   0.000993228
      2.16      0.10806   0.000981661
     2.165     0.108138   0.000969574
      2.17     0.108216   0.000957005
     2.175     0.108296   0.000943994
      2.18     0.108377   0.000930584
     2.185     0.108458   0.000916818
      2.19      0.10854   0.000902742
     2.195     0.108623   0.000888404
       2.2     0.108707   0.000873853
     2.205     0.108792   0.00085914
      2.21     0.108876   0.000844314
     2.215     0.108962   0.00082943
      2.22     0.109048   0.00081454
     2.225     0.109134   0.000799697
      2.23      0.10922   0.000784955
     2.235     0.109307   0.000770368
      2.24     0.109394   0.000755989
     2.245     0.109481   0.000741869
      2.25     0.109568   0.00072806
     2.255     0.109655   0.000714613
      2.26     0.109742   0.000701574
     2.265     0.109828   0.00068899
      2.27     0.109915   0.000676905
     2.275     0.110001   0.000665359
      2.28     0.110088   0.000654391
     2.285     0.110173   0.000644035
      2.29     0.110259   0.000634322
     2.295     0.110344   0.000625279
       2.3     0.110428   0.00061693
