# FQM_w,     FQM_I,    FQM_I_of_C_after_erf  
-4.920000       0.013472       0.000496 
-4.900000       -0.000198       0.000508 
-4.880000       -0.013327       0.000519 
-4.860000       -0.013781       0.000532 
-4.840000       -0.001022       0.000547 
-4.820000       0.013291       0.000562 
-4.800000       0.015972       0.000577 
-4.780000       0.004460       0.000590 
-4.760000       -0.010720       0.000604 
-4.740000       -0.015573       0.000618 
-4.720000       -0.005515       0.000635 
-4.700000       0.010307       0.000652 
-4.680000       0.017350       0.000670 
-4.660000       0.009050       0.000686 
-4.640000       -0.007045       0.000701 
-4.620000       -0.016126       0.000718 
-4.600000       -0.009730       0.000736 
-4.580000       0.006387       0.000756 
-4.560000       0.017446       0.000776 
-4.540000       0.013208       0.000795 
-4.520000       -0.002531       0.000814 
-4.500000       -0.015320       0.000833 
-4.480000       -0.013305       0.000853 
-4.460000       0.001806       0.000876 
-4.440000       0.016195       0.000899 
-4.420000       0.016586       0.000922 
-4.400000       0.002513       0.000943 
-4.380000       -0.013138       0.000965 
-4.360000       -0.015905       0.000989 
-4.340000       -0.003092       0.001014 
-4.320000       0.013633       0.001041 
-4.300000       0.018883       0.001067 
-4.280000       0.007724       0.001093 
-4.260000       -0.009665       0.001118 
-4.240000       -0.017256       0.001144 
-4.220000       -0.007920       0.001173 
-4.200000       0.009907       0.001204 
-4.180000       0.019865       0.001235 
-4.160000       0.012706       0.001264 
-4.140000       -0.005092       0.001294 
-4.120000       -0.017163       0.001324 
-4.100000       -0.012269       0.001357 
-4.080000       0.005263       0.001392 
-4.060000       0.019392       0.001427 
-4.040000       0.017061       0.001462 
-4.020000       0.000293       0.001496 
-4.000000       -0.015530       0.001531 
-3.980000       -0.015745       0.001568 
-3.960000       0.000038       0.001608 
-3.940000       0.017433       0.001649 
-3.920000       0.020418       0.001689 
-3.900000       0.006126       0.001729 
-3.880000       -0.012378       0.001768 
-3.860000       -0.017997       0.001811 
-3.840000       -0.005367       0.001856 
-3.820000       0.014073       0.001903 
-3.800000       0.022469       0.001950 
-3.780000       0.011987       0.001996 
-3.760000       -0.007841       0.002042 
-3.740000       -0.018745       0.002090 
-3.720000       -0.010505       0.002141 
-3.700000       0.009515       0.002194 
-3.680000       0.022986       0.002249 
-3.660000       0.017433       0.002302 
-3.640000       -0.002170       0.002355 
-3.620000       -0.017804       0.002410 
-3.600000       -0.014921       0.002468 
-3.580000       0.004073       0.002529 
-3.560000       0.021854       0.002591 
-3.540000       0.022025       0.002653 
-3.520000       0.004286       0.002715 
-3.500000       -0.015108       0.002778 
-3.480000       -0.018184       0.002843 
-3.460000       -0.001848       0.002912 
-3.440000       0.019082       0.002984 
-3.420000       0.025369       0.003056 
-3.400000       0.011093       0.003127 
-3.380000       -0.010719       0.003198 
-3.360000       -0.019917       0.003273 
-3.340000       -0.007774       0.003351 
-3.320000       0.014808       0.003433 
-3.300000       0.027142       0.003515 
-3.280000       0.017770       0.003597 
-3.260000       -0.004827       0.003679 
-3.240000       -0.019833       0.003764 
-3.220000       -0.013191       0.003853 
-3.200000       0.009304       0.003946 
-3.180000       0.027126       0.004040 
-3.160000       0.023813       0.004134 
-3.140000       0.002249       0.004229 
-3.120000       -0.017758       0.004325 
-3.100000       -0.017586       0.004426 
-3.080000       0.002960       0.004531 
-3.060000       0.025230       0.004638 
-3.040000       0.028736       0.004746 
-3.020000       0.010085       0.004855 
-3.000000       -0.013655       0.004964 
-2.980000       -0.020477       0.005078 
-2.960000       -0.003734       0.005197 
-2.940000       0.021506       0.005319 
-2.920000       0.032108       0.005443 
-2.900000       0.018169       0.005566 
-2.880000       -0.007631       0.005691 
-2.860000       -0.021455       0.005820 
-2.840000       -0.010218       0.005954 
-2.820000       0.016156       0.006092 
-2.800000       0.033588       0.006233 
-2.780000       0.025939       0.006374 
-2.760000       0.000060       0.006516 
-2.740000       -0.020216       0.006661 
-2.720000       -0.015894       0.006812 
-2.700000       0.009526       0.006968 
-2.680000       0.032958       0.007128 
-2.660000       0.032814       0.007288 
-2.640000       0.009021       0.007450 
-2.620000       -0.016591       0.007613 
-2.600000       -0.020168       0.007783 
-2.580000       0.002100       0.007959 
-2.560000       0.030147       0.008139 
-2.540000       0.038241       0.008321 
-2.520000       0.018735       0.008503 
-2.500000       -0.010566       0.008688 
-2.480000       -0.022492       0.008878 
-2.460000       -0.005532       0.009075 
-2.440000       0.025248       0.009277 
-2.420000       0.041731       0.009482 
-2.400000       0.028590       0.009688 
-2.380000       -0.002298       0.009895 
-2.360000       -0.022402       0.010108 
-2.340000       -0.012701       0.010328 
-2.320000       0.018525       0.010554 
-2.300000       0.042902       0.010784 
-2.280000       0.037916       0.011015 
-2.260000       0.007888       0.011248 
-2.240000       -0.019559       0.011485 
-2.220000       -0.018699       0.011729 
-2.200000       0.010410       0.011981 
-2.180000       0.041512       0.012238 
-2.160000       0.046023       0.012496 
-2.140000       0.019503       0.012756 
-2.120000       -0.013780       0.013019 
-2.100000       -0.022820       0.013290 
-2.080000       0.001487       0.013568 
-2.060000       0.037483       0.013853 
-2.040000       0.052244       0.014140 
-2.020000       0.031913       0.014429 
-2.000000       -0.005062       0.014720 
-1.980000       -0.024412       0.015018 
-1.960000       -0.007533       0.015324 
-1.940000       0.030927       0.015637 
-1.920000       0.055982       0.015954 
-1.900000       0.044371       0.016273 
-1.880000       0.006400       0.016593 
-1.860000       -0.022916       0.016919 
-1.840000       -0.015846       0.017253 
-1.820000       0.022146       0.017595 
-1.800000       0.056750       0.017943 
-1.780000       0.056045       0.018292 
-1.760000       0.020213       0.018641 
-1.740000       -0.017908       0.018995 
-1.720000       -0.022593       0.019356 
-1.700000       0.011635       0.019727 
-1.680000       0.054204       0.020103 
-1.660000       0.066062       0.020482 
-1.640000       0.035783       0.020860 
-1.620000       -0.009139       0.021241 
-1.600000       -0.026906       0.021628 
-1.580000       0.000063       0.022024 
-1.560000       0.048172       0.022428 
-1.540000       0.073546       0.022833 
-1.520000       0.052338       0.023238 
-1.500000       0.003444       0.023643 
-1.480000       -0.027956       0.024053 
-1.460000       -0.011746       0.024471 
-1.440000       0.038670       0.024897 
-1.420000       0.077656       0.025325 
-1.400000       0.068942       0.025751 
-1.380000       0.019677       0.026176 
-1.360000       -0.024984       0.026602 
-1.340000       -0.022848       0.027036 
-1.320000       0.025906       0.027476 
-1.300000       0.077616       0.027920 
-1.280000       0.084521       0.028361 
-1.260000       0.039175       0.028797 
-1.240000       -0.017345       0.029232 
-1.220000       -0.032203       0.029670 
-1.200000       0.010270       0.030115 
-1.180000       0.072726       0.030563 
-1.160000       0.097884       0.031007 
-1.140000       0.061337       0.031443 
-1.120000       -0.004512       0.031873 
-1.100000       -0.038710       0.032302 
-1.080000       -0.007688       0.032736 
-1.060000       0.062357       0.033172 
-1.040000       0.107727       0.033602 
-1.020000       0.085361       0.034020 
-1.000000       0.013927       0.034427 
-0.980000       -0.041212       0.034828 
-0.960000       -0.027297       0.035229 
-0.940000       0.045903       0.035629 
-0.920000       0.112611       0.036022 
-0.900000       0.110271       0.036399 
-0.880000       0.038329       0.036758 
-0.860000       -0.038466       0.037103 
-0.840000       -0.047809       0.037441 
-0.820000       0.022663       0.037775 
-0.800000       0.110873       0.038098 
-0.780000       0.134946       0.038401 
-0.760000       0.069145       0.038676 
-0.740000       -0.029021       0.038928 
-0.720000       -0.068462       0.039164 
-0.700000       -0.008402       0.039389 
-0.680000       0.100395       0.039599 
-0.660000       0.158158       0.039783 
-0.640000       0.107249       0.039929 
-0.620000       -0.010880       0.040038 
-0.600000       -0.088545       0.040118 
-0.580000       -0.049219       0.040178 
-0.560000       0.078018       0.040217 
-0.540000       0.178604       0.040222 
-0.520000       0.154758       0.040177 
-0.500000       0.019396       0.040079 
-0.480000       -0.107475       0.039933 
-0.460000       -0.103979       0.039753 
-0.440000       0.037975       0.039543 
-0.420000       0.194940       0.039291 
-0.400000       0.217308       0.038977 
-0.380000       0.069403       0.038586 
-0.360000       -0.124869       0.038123 
-0.340000       -0.183327       0.037603 
-0.320000       -0.033249       0.037042 
-0.300000       0.205802       0.036432 
-0.280000       0.312178       0.035747 
-0.260000       0.161225       0.034959 
-0.240000       -0.140628       0.034056 
-0.220000       -0.322084       0.033061 
-0.200000       -0.180517       0.032007 
-0.180000       0.209808       0.030908 
-0.160000       0.512885       0.029739 
-0.140000       0.395103       0.028439 
-0.120000       -0.154988       0.026943 
-0.100000       -0.723992       0.025244 
-0.080000       -0.715705       0.023423 
-0.060000       0.205460       0.021659 
-0.040000       1.796395       0.020195 
-0.020000       3.306655       0.019274 
-0.000000       3.925765       0.019082 
0.020000       3.307038       0.019698 
0.040000       1.797213       0.021077 
0.060000       0.206800       0.023060 
0.080000       -0.713746       0.025420 
0.100000       -0.721328       0.027921 
0.120000       -0.151550       0.030382 
0.140000       0.399371       0.032710 
0.160000       0.518038       0.034905 
0.180000       0.215903       0.037022 
0.200000       -0.173423       0.039117 
0.220000       -0.313938       0.041216 
0.240000       -0.131385       0.043301 
0.260000       0.171602       0.045336 
0.280000       0.323721       0.047296 
0.300000       0.218544       0.049185 
0.320000       -0.019274       0.051028 
0.340000       -0.168088       0.052849 
0.360000       -0.108341       0.054653 
0.380000       0.087241       0.056424 
0.400000       0.236470       0.058142 
0.420000       0.215443       0.059801 
0.440000       0.059835       0.061411 
0.460000       -0.080749       0.062989 
0.480000       -0.082862       0.064548 
0.500000       0.045399       0.066081 
0.520000       0.182154       0.067575 
0.540000       0.207395       0.069018 
0.560000       0.108209       0.070414 
0.580000       -0.017627       0.071776 
0.600000       -0.055550       0.073116 
0.620000       0.023516       0.074434 
0.640000       0.143041       0.075721 
0.660000       0.195338       0.076966 
0.680000       0.138958       0.078167 
0.700000       0.031538       0.079334 
0.720000       -0.027151       0.080478 
0.740000       0.013652       0.081601 
0.760000       0.113168       0.082700 
0.780000       0.180307       0.083763 
0.800000       0.157560       0.084789 
0.820000       0.070663       0.085780 
0.840000       0.001494       0.086747 
0.860000       0.012125       0.087695 
0.880000       0.090194       0.088622 
0.900000       0.163392       0.089521 
0.920000       0.166972       0.090386 
0.940000       0.101489       0.091219 
0.960000       0.029498       0.092027 
0.980000       0.016776       0.092817 
1.000000       0.073090       0.093590 
1.020000       0.145680       0.094340 
1.040000       0.169183       0.095060 
1.060000       0.124933       0.095750 
1.080000       0.055989       0.096416 
1.100000       0.026051       0.097065 
1.120000       0.061313       0.097698 
1.140000       0.128206       0.098312 
1.160000       0.165778       0.098902 
1.180000       0.141625       0.099464 
1.200000       0.080155       0.100003 
1.220000       0.038649       0.100524 
1.240000       0.054455       0.101032 
1.260000       0.111903       0.101525 
1.280000       0.158156       0.101997 
1.300000       0.152138       0.102444 
1.320000       0.101296       0.102869 
1.340000       0.053392       0.103277 
1.360000       0.052085       0.103673 
1.380000       0.097557       0.104056 
1.400000       0.147612       0.104422 
1.420000       0.157096       0.104766 
1.440000       0.118861       0.105090 
1.460000       0.069178       0.105397 
1.480000       0.053683       0.105692 
1.500000       0.085778       0.105977 
1.520000       0.135348       0.106248 
1.540000       0.157213       0.106501 
1.560000       0.132477       0.106735 
1.580000       0.084989       0.106953 
1.600000       0.058623       0.107159 
1.620000       0.076976       0.107356 
1.640000       0.122465       0.107542 
1.660000       0.153293       0.107714 
1.680000       0.141966       0.107868 
1.700000       0.099912       0.108006 
1.720000       0.066183       0.108133 
1.740000       0.071349       0.108253 
1.760000       0.109935       0.108363 
1.780000       0.146215       0.108462 
1.800000       0.147351       0.108546 
1.820000       0.113163       0.108614 
1.840000       0.075572       0.108672 
1.860000       0.068887       0.108723 
1.880000       0.098573       0.108766 
1.900000       0.136898       0.108800 
1.920000       0.148848       0.108822 
1.940000       0.124117       0.108829 
1.960000       0.085968       0.108826 
1.980000       0.069385       0.108816 
2.000000       0.089018       0.108800 
2.020000       0.126262       0.108777 
2.040000       0.146846       0.108744 
2.060000       0.132327       0.108698 
2.080000       0.096559       0.108642 
2.100000       0.072467       0.108578 
2.120000       0.081711       0.108511 
2.140000       0.115184       0.108438 
2.160000       0.141882       0.108356 
2.180000       0.137536       0.108264 
2.200000       0.106589       0.108161 
2.220000       0.077623       0.108052 
2.240000       0.076894       0.107939 
2.260000       0.104462       0.107821 
2.280000       0.134599       0.107698 
2.300000       0.139682       0.107565 
2.320000       0.115392       0.107422 
2.340000       0.084243       0.107273 
2.360000       0.074610       0.107121 
2.380000       0.094772       0.106965 
2.400000       0.125707       0.106805 
2.420000       0.138885       0.106637 
2.440000       0.122429       0.106460 
2.460000       0.091669       0.106277 
2.480000       0.074719       0.106090 
2.500000       0.086647       0.105901 
2.520000       0.115940       0.105709 
2.540000       0.135430       0.105511 
2.560000       0.127312       0.105305 
2.580000       0.099232       0.105092 
2.600000       0.076924       0.104876 
2.620000       0.080454       0.104659 
2.640000       0.106010       0.104439 
2.660000       0.129740       0.104215 
2.680000       0.129813       0.103984 
2.700000       0.106304       0.103748 
2.720000       0.080800       0.103507 
2.740000       0.076387       0.103265 
2.760000       0.096565       0.103021 
2.780000       0.122340       0.102775 
2.800000       0.129878       0.102524 
2.820000       0.112329       0.102266 
2.840000       0.085833       0.102005 
2.860000       0.074467       0.101742 
2.880000       0.088157       0.101479 
2.900000       0.113817       0.101214 
2.920000       0.127609       0.100945 
2.940000       0.116857       0.100671 
2.960000       0.091460       0.100392 
2.980000       0.074556       0.100112 
3.000000       0.081212       0.099832 
3.020000       0.104782       0.099551 
3.040000       0.123257       0.099268 
3.060000       0.119571       0.098979 
3.080000       0.097116       0.098687 
3.100000       0.076380       0.098393 
3.120000       0.076015       0.098099 
3.140000       0.095826       0.097805 
3.160000       0.117188       0.097509 
3.180000       0.120295       0.097210 
3.200000       0.102264       0.096907 
3.220000       0.079556       0.096601 
3.240000       0.072698       0.096296 
3.260000       0.087484       0.095991 
3.280000       0.109858       0.095686 
3.300000       0.119003       0.095377 
3.320000       0.106439       0.095065 
3.340000       0.083625       0.094751 
3.360000       0.071246       0.094437 
3.380000       0.080206       0.094123 
3.400000       0.101777       0.093810 
3.420000       0.115807       0.093495 
3.440000       0.109273       0.093176 
3.460000       0.088094       0.092855 
3.480000       0.071506       0.092534 
3.500000       0.074328       0.092214 
3.520000       0.093465       0.091894 
3.540000       0.110945       0.091574 
3.560000       0.110513       0.091251 
3.580000       0.092468       0.090925 
3.600000       0.073209       0.090599 
3.620000       0.070059       0.090273 
3.640000       0.085424       0.089949 
3.660000       0.104755       0.089625 
3.680000       0.110035       0.089299 
3.700000       0.096290       0.088970 
3.720000       0.075994       0.088640 
3.740000       0.067477       0.088311 
3.760000       0.078101       0.087984 
3.780000       0.097649       0.087657 
3.800000       0.107848       0.087329 
3.820000       0.099168       0.086999 
3.840000       0.079444       0.086667 
3.860000       0.066527       0.086336 
3.880000       0.071860       0.086006 
3.900000       0.090075       0.085678 
3.920000       0.104078       0.085349 
3.940000       0.100802       0.085019 
3.960000       0.083115       0.084686 
3.980000       0.067040       0.084354 
4.000000       0.066963       0.084024 
4.020000       0.082492       0.083695 
4.040000       0.098964       0.083366 
4.060000       0.101000       0.083036 
4.080000       0.086575       0.082704 
4.100000       0.068746       0.082372 
4.120000       0.063555       0.082041 
4.140000       0.075327       0.081713 
4.160000       0.092826       0.081385 
4.180000       0.099685       0.081056 
4.200000       0.089428       0.080726 
4.220000       0.071301       0.080395 
4.240000       0.061664       0.080065 
4.260000       0.068955       0.079737 
4.280000       0.086043       0.079411 
4.300000       0.096899       0.079084 
4.320000       0.091348       0.078756 
4.340000       0.074320       0.078427 
4.360000       0.061205       0.078099 
4.380000       0.063670       0.077773 
4.400000       0.079019       0.077448 
4.420000       0.092789       0.077124 
4.440000       0.092094       0.076799 
4.460000       0.077402       0.076473 
4.480000       0.061988       0.076147 
4.500000       0.059670       0.075823 
4.520000       0.072156       0.075501 
4.540000       0.087592       0.075180 
4.560000       0.091527       0.074858 
4.580000       0.080165       0.074535 
4.600000       0.063745       0.074212 
4.620000       0.057047       0.073891 
4.640000       0.065826       0.073572 
4.660000       0.081618       0.073254 
4.680000       0.089616       0.072936 
4.700000       0.082271       0.072617 
4.720000       0.066147       0.072297 
4.740000       0.055788       0.071979 
4.760000       0.060339       0.071663 
4.780000       0.075219       0.071349 
4.800000       0.086429       0.071035 
4.820000       0.083448       0.070720 
4.840000       0.068835       0.070405 
4.860000       0.055777       0.070090 
4.880000       0.055931       0.069778 
4.900000       0.068762       0.069467 
4.920000       0.082133       0.069158 
4.940000       0.083511       0.068847 
4.960000       0.071447       0.068536 
4.980000       0.056813       0.068226 
5.000000       0.052746       0.067917 
5.020000       0.062604       0.067611 
5.040000       0.076968       0.067306 
5.060000       0.082367       0.067000 
5.080000       0.073648       0.066694 
5.100000       0.058627       0.066388 
5.120000       0.050829       0.066084 
5.140000       0.057062       0.065781 
5.160000       0.071231       0.065481 
5.180000       0.080022       0.065180 
5.200000       0.075149       0.064879 
5.220000       0.060904       0.064578 
5.240000       0.050131       0.064278 
5.260000       0.052396       0.063980 
5.280000       0.065253       0.063684 
5.300000       0.076574       0.063388 
5.320000       0.075729       0.063092 
5.340000       0.063313       0.062796 
5.360000       0.050515       0.062501 
5.380000       0.048789       0.062207 
5.400000       0.059367       0.061916 
5.420000       0.072201       0.061625 
5.440000       0.075250       0.061335 
5.460000       0.065528       0.061044 
5.480000       0.051767       0.060753 
5.500000       0.046338       0.060465 
5.520000       0.053889       0.060178 
5.540000       0.067146       0.059893 
5.560000       0.073662       0.059608 
5.580000       0.067253       0.059322 
5.600000       0.053623       0.059037 
5.620000       0.045049       0.058753 
5.640000       0.049090       0.058471 
5.660000       0.061697       0.058191 
5.680000       0.071002       0.057912 
5.700000       0.068246       0.057632 
5.720000       0.055782       0.057352 
5.740000       0.044842       0.057073 
5.760000       0.045183       0.056796 
5.780000       0.056162       0.056521 
5.800000       0.067392       0.056247 
5.820000       0.068331       0.055972 
5.840000       0.057938       0.055698 
5.860000       0.045561       0.055424 
5.880000       0.042305       0.055152 
5.900000       0.050843       0.054882 
5.920000       0.063023       0.054613 
5.940000       0.067414       0.054345 
5.960000       0.059797       0.054076 
5.980000       0.046987       0.053807 
6.000000       0.040511       0.053540 
6.020000       0.046018       0.053275 
6.040000       0.058138       0.053012 
6.060000       0.065480       0.052749 
6.080000       0.061105       0.052486 
6.100000       0.048859       0.052223 
6.120000       0.039774       0.051961 
6.140000       0.041917       0.051701 
6.160000       0.053012       0.051443 
6.180000       0.062597       0.051186 
6.200000       0.061661       0.050928 
6.220000       0.050893       0.050671 
6.240000       0.039990       0.050414 
6.260000       0.038710       0.050159 
6.280000       0.047932       0.049907 
6.300000       0.058905       0.049655 
6.320000       0.061329       0.049403 
6.340000       0.052807       0.049151 
6.360000       0.040986       0.048900 
6.380000       0.036493       0.048650 
6.400000       0.043171       0.048403 
6.420000       0.054602       0.048157 
6.440000       0.060054       0.047911 
6.460000       0.054340       0.047664 
6.480000       0.042541       0.047419 
6.500000       0.035285       0.047174 
6.520000       0.038970       0.046931 
6.540000       0.049931       0.046691 
6.560000       0.057854       0.046450 
6.580000       0.055274       0.046210 
6.600000       0.044400       0.045969 
6.620000       0.035030       0.045730 
6.640000       0.035524       0.045493 
6.660000       0.045154       0.045257 
6.680000       0.054820       0.045022 
6.700000       0.055447       0.044788 
6.720000       0.046297       0.044553 
6.740000       0.035602       0.044319 
6.760000       0.032961       0.044086 
6.780000       0.040534       0.043856 
6.800000       0.051108       0.043627 
6.820000       0.054761       0.043398 
6.840000       0.047974       0.043169 
6.860000       0.036820       0.042940 
6.880000       0.031341       0.042712 
6.900000       0.036319       0.042487 
6.920000       0.046923       0.042263 
6.940000       0.053194       0.042040 
6.960000       0.049201       0.041816 
6.980000       0.038460       0.041593 
7.000000       0.030652       0.041371 
7.020000       0.032715       0.041150 
7.040000       0.042501       0.040932 
7.060000       0.050792       0.040714 
7.080000       0.049796       0.040496 
7.100000       0.040277       0.040278 
7.120000       0.030812       0.040061 
7.140000       0.029880       0.039846 
7.160000       0.038090       0.039632 
7.180000       0.047668       0.039420 
7.200000       0.049630       0.039207 
7.220000       0.042023       0.038995 
7.240000       0.031681       0.038783 
7.260000       0.027907       0.038573 
7.280000       0.033934       0.038364 
7.300000       0.043990       0.038157 
7.320000       0.048642       0.037950 
7.340000       0.043464       0.037743 
7.360000       0.033067       0.037536 
7.380000       0.026824       0.037331 
7.400000       0.030249       0.037127 
7.420000       0.039963       0.036925 
7.440000       0.046839       0.036724 
7.460000       0.044402       0.036522 
7.480000       0.034752       0.036321 
7.500000       0.026591       0.036120 
7.520000       0.027212       0.035922 
7.540000       0.035817       0.035724 
7.560000       0.044291       0.035528 
7.580000       0.044685       0.035332 
7.600000       0.036499       0.035136 
7.620000       0.027105       0.034940 
7.640000       0.024946       0.034746 
7.660000       0.031786       0.034554 
7.680000       0.041129       0.034363 
7.700000       0.044219       0.034173 
7.720000       0.038079       0.033982 
7.740000       0.028212       0.033791 
7.760000       0.023512       0.033602 
7.780000       0.028090       0.033415 
7.800000       0.037527       0.033228 
7.820000       0.042974       0.033043 
7.840000       0.039285       0.032857 
7.860000       0.029718       0.032672 
7.880000       0.022908       0.032487 
7.900000       0.024918       0.032305 
7.920000       0.033692       0.032123 
7.940000       0.040984       0.031943 
7.960000       0.039946       0.031762 
7.980000       0.031408       0.031582 
8.000000       0.023071       0.031402 
8.020000       0.022417       0.031224 
8.040000       0.029844       0.031048 
8.060000       0.038339       0.030872 
8.080000       0.039943       0.030697 
8.100000       0.033058       0.030521 
8.120000       0.023880       0.030347 
8.140000       0.020678       0.030173 
8.160000       0.026200       0.030001 
8.180000       0.035183       0.029831 
8.200000       0.039212       0.029660 
8.220000       0.034460       0.029490 
8.240000       0.025172       0.029320 
8.260000       0.019732       0.029151 
8.280000       0.022958       0.028983 
8.300000       0.031695       0.028817 
8.320000       0.037751       0.028652 
8.340000       0.035431       0.028486 
8.360000       0.026752       0.028321 
8.380000       0.019552       0.028156 
8.400000       0.020280       0.027993 
8.420000       0.028079       0.027832 
8.440000       0.035616       0.027671 
8.460000       0.035829       0.027511 
8.480000       0.028411       0.027350 
8.500000       0.020053       0.027190 
8.520000       0.018282       0.027031 
8.540000       0.024545       0.026874 
8.560000       0.032916       0.026718 
8.580000       0.035563       0.026563 
8.600000       0.029941       0.026407 
8.620000       0.021102       0.026251 
8.640000       0.017027       0.026097 
8.660000       0.021291       0.025944 
8.680000       0.029804       0.025793 
8.700000       0.034599       0.025641 
8.720000       0.031154       0.025490 
8.740000       0.022528       0.025339 
8.760000       0.016521       0.025189 
8.780000       0.018492       0.025040 
8.800000       0.026463       0.024893 
8.820000       0.032958       0.024747 
8.840000       0.031891       0.024600 
8.860000       0.024140       0.024453 
8.880000       0.016711       0.024308 
8.900000       0.016285       0.024163 
8.920000       0.023088       0.024020 
8.940000       0.030717       0.023878 
8.960000       0.032038       0.023736 
8.980000       0.025736       0.023594 
9.000000       0.017496       0.023452 
9.020000       0.014757       0.023312 
9.040000       0.019878       0.023173 
9.060000       0.028000       0.023035 
9.080000       0.031531       0.022897 
9.100000       0.027125       0.022759 
9.120000       0.018732       0.022622 
9.140000       0.013944       0.022485 
9.160000       0.017014       0.022350 
9.180000       0.024966       0.022217 
9.200000       0.030362       0.022083 
9.220000       0.028139       0.021950 
9.240000       0.020247       0.021817 
9.260000       0.013828       0.021684 
9.280000       0.014645       0.021553 
9.300000       0.021797       0.021423 
9.320000       0.028576       0.021294 
9.340000       0.028645       0.021165 
9.360000       0.021850       0.021036 
9.380000       0.014337       0.020907 
9.400000       0.012883       0.020780 
9.420000       0.018681       0.020654 
9.440000       0.026265       0.020529 
9.460000       0.028554       0.020404 
9.480000       0.023354       0.020278 
9.500000       0.015354       0.020154 
9.520000       0.011790       0.020030 
9.540000       0.015802       0.019908 
9.560000       0.023565       0.019787 
9.580000       0.027829       0.019666 
9.600000       0.024585       0.019545 
9.620000       0.016729       0.019424 
9.640000       0.011378       0.019304 
9.660000       0.013321       0.019185 
9.680000       0.020638       0.019067 
9.700000       0.026484       0.018951 
9.720000       0.025394       0.018833 
9.740000       0.018288       0.018716 
9.760000       0.011604       0.018600 
9.780000       0.011367       0.018485 
9.800000       0.017663       0.018371 
9.820000       0.024584       0.018258 
9.840000       0.025672       0.018145 
9.860000       0.019849       0.018031 
9.880000       0.012380       0.017918 
9.900000       0.010024       0.017807 
9.920000       0.014819       0.017696 
9.940000       0.022236       0.017587 
9.960000       0.025358       0.017477 
9.980000       0.021236       0.017368 
10.000000       0.013581       0.017259 
10.020000       0.009331       0.017150 
10.040000       0.012273       0.017043 
10.060000       0.019582       0.016937 
10.080000       0.024436       0.016832 
10.100000       0.022292       0.016726 
10.120000       0.015048       0.016620 
10.140000       0.009275       0.016515 
10.160000       0.010168       0.016411 
10.180000       0.016787       0.016308 
10.200000       0.022942       0.016206 
10.220000       0.022892       0.016104 
10.240000       0.016613       0.016002 
10.260000       0.009797       0.015900 
10.280000       0.008608       0.015799 
10.300000       0.014024       0.015700 
10.320000       0.020958       0.015601 
10.340000       0.022950       0.015503 
10.360000       0.018100       0.015404 
10.380000       0.010794       0.015305 
10.400000       0.007656       0.015208 
10.420000       0.011461       0.015112 
10.440000       0.018602       0.015016 
10.460000       0.022426       0.014921 
10.480000       0.019348       0.014826 
10.500000       0.012130       0.014730 
10.520000       0.007326       0.014636 
10.540000       0.009248       0.014542 
10.560000       0.016023       0.014450 
10.580000       0.021330       0.014358 
10.600000       0.020219       0.014266 
10.620000       0.013649       0.014174 
10.640000       0.007585       0.014083 
10.660000       0.007507       0.013992 
10.680000       0.013382       0.013903 
10.700000       0.019714       0.013814 
10.720000       0.020609       0.013726 
10.740000       0.015183       0.013637 
10.760000       0.008357       0.013548 
10.780000       0.006321       0.013461 
10.800000       0.010845       0.013374 
10.820000       0.017674       0.013289 
10.840000       0.020454       0.013203 
10.860000       0.016569       0.013117 
10.880000       0.009529       0.013032 
10.900000       0.005729       0.012947 
10.920000       0.008568       0.012863 
10.940000       0.015339       0.012780 
10.960000       0.019738       0.012698 
10.980000       0.017660       0.012615 
11.000000       0.010959       0.012533 
11.020000       0.005725       0.012450 
11.040000       0.006683       0.012369 
11.060000       0.012857       0.012290 
11.080000       0.018489       0.012210 
11.100000       0.018338       0.012130 
11.120000       0.012489       0.012051 
11.140000       0.006258       0.011971 
11.160000       0.005293       0.011893 
11.180000       0.010389       0.011815 
11.200000       0.016777       0.011739 
11.220000       0.018519       0.011662 
11.240000       0.013961       0.011585 
11.260000       0.007237       0.011508 
11.280000       0.004457       0.011432 
11.300000       0.008089       0.011358 
11.320000       0.014710       0.011284 
11.340000       0.018163       0.011210 
11.360000       0.015222       0.011136 
11.380000       0.008540       0.011062 
11.400000       0.004195       0.010988 
11.420000       0.006101       0.010916 
11.440000       0.012420       0.010844 
11.460000       0.017272       0.010773 
11.480000       0.016143       0.010702 
11.500000       0.010023       0.010630 
11.520000       0.004481       0.010559 
11.540000       0.004538       0.010489 
11.560000       0.010058       0.010420 
11.580000       0.015893       0.010352 
11.600000       0.016623       0.010283 
11.620000       0.011530       0.010214 
11.640000       0.005247       0.010146 
11.660000       0.003481       0.010078 
11.680000       0.007777       0.010011 
11.700000       0.014111       0.009945 
11.720000       0.016600       0.009879 
11.740000       0.012912       0.009813 
11.760000       0.006391       0.009747 
11.780000       0.002972       0.009681 
11.800000       0.005723       0.009617 
11.820000       0.012040       0.009553 
11.840000       0.016054       0.009490 
11.860000       0.014029       0.009426 
11.880000       0.007784       0.009362 
11.900000       0.003008       0.009299 
11.920000       0.004022       0.009236 
11.940000       0.009820       0.009175 
11.960000       0.015008       0.009114 
11.980000       0.014768       0.009053 
12.000000       0.009283       0.008991 
12.020000       0.003546       0.008930 
12.040000       0.002771       0.008870 
12.060000       0.007597       0.008810 
