# FQM_w,     FQM_I,    FQM_I_of_C_after_erf  
-4.840000       -0.015858       -0.000488 
-4.820000       0.022126       0.007893 
-4.800000       0.056740       0.022832 
-4.780000       0.056055       0.035591 
-4.760000       0.020234       0.038275 
-4.740000       -0.017896       0.028825 
-4.720000       -0.022601       0.012653 
-4.700000       0.011613       -0.000302 
-4.680000       0.054188       -0.001518 
-4.660000       0.066067       0.010691 
-4.640000       0.035805       0.029720 
-4.620000       -0.009121       0.044312 
-4.600000       -0.026909       0.045325 
-4.580000       0.000042       0.031571 
-4.560000       0.048151       0.011029 
-4.540000       0.073545       -0.003611 
-4.520000       0.052358       -0.002604 
-4.500000       0.003467       0.014588 
-4.480000       -0.027951       0.038422 
-4.460000       -0.011765       0.054649 
-4.440000       0.038645       0.052947 
-4.420000       0.077648       0.033598 
-4.400000       0.068959       0.007929 
-4.380000       0.019704       -0.008123 
-4.360000       -0.024972       -0.003702 
-4.340000       -0.022862       0.019892 
-4.320000       0.025878       0.049305 
-4.300000       0.077599       0.066773 
-4.280000       0.084532       0.060956 
-4.260000       0.039204       0.034404 
-4.240000       -0.017324       0.002765 
-4.220000       -0.032210       -0.014214 
-4.200000       0.010240       -0.004787 
-4.180000       0.072701       0.026987 
-4.160000       0.097887       0.062848 
-4.140000       0.061366       0.080902 
-4.120000       -0.004483       0.069081 
-4.100000       -0.038709       0.033261 
-4.080000       -0.007717       -0.005335 
-4.060000       0.062324       -0.022478 
-4.040000       0.107720       -0.005882 
-4.020000       0.085388       0.036393 
-4.000000       0.013963       0.079746 
-3.980000       -0.041200       0.097386 
-3.960000       -0.027322       0.076939 
-3.940000       0.045863       0.029065 
-3.920000       0.112592       -0.017760 
-3.900000       0.110292       -0.033920 
-3.880000       0.038372       -0.007098 
-3.860000       -0.038441       0.048923 
-3.840000       -0.047826       0.101188 
-3.820000       0.022618       0.116916 
-3.800000       0.110841       0.084009 
-3.780000       0.134958       0.019995 
-3.760000       0.069192       -0.036931 
-3.740000       -0.028981       -0.050387 
-3.720000       -0.068467       -0.008686 
-3.700000       -0.008450       0.066106 
-3.680000       0.100347       0.129564 
-3.660000       0.158155       0.141086 
-3.640000       0.107297       0.089594 
-3.620000       -0.010824       0.002701 
-3.600000       -0.088533       -0.067607 
-3.580000       -0.049266       -0.075633 
-3.560000       0.077953       -0.011111 
-3.540000       0.178581       0.091434 
-3.520000       0.154802       0.170558 
-3.500000       0.019471       0.174104 
-3.480000       -0.107438       0.092760 
-3.460000       -0.104020       -0.030162 
-3.440000       0.037890       -0.120932 
-3.420000       0.194888       -0.118725 
-3.400000       0.217342       -0.015149 
-3.380000       0.069500       0.134948 
-3.360000       -0.124796       0.240984 
-3.340000       -0.183351       0.229474 
-3.320000       -0.033359       0.092264 
-3.300000       0.205702       -0.100089 
-3.280000       0.312187       -0.232152 
-3.260000       0.161352       -0.209720 
-3.240000       -0.140489       -0.022028 
-3.220000       -0.322067       0.238173 
-3.200000       -0.180664       0.414648 
-3.180000       0.209609       0.372750 
-3.160000       0.512822       0.086493 
-3.140000       0.395280       -0.321954 
-3.120000       -0.154672       -0.619274 
-3.100000       -0.723813       -0.564735 
-3.080000       -0.715922       -0.033849 
-3.060000       0.204812       0.899995 
-3.040000       1.795579       1.971461 
-3.020000       3.306090       2.821193 
-3.000000       3.925765       3.144430 
-2.980000       3.307602       2.822190 
-2.960000       1.798029       1.973277 
-2.940000       0.207448       0.902361 
-2.920000       -0.713529       -0.031165 
-2.900000       -0.721508       -0.561813 
-2.880000       -0.151866       -0.616000 
-2.860000       0.399193       -0.318068 
-2.840000       0.518100       0.091293 
-2.820000       0.216101       0.378694 
-2.800000       -0.173277       0.421828 
-2.780000       -0.313955       0.246550 
-2.760000       -0.131524       -0.012561 
-2.740000       0.171475       -0.199247 
-2.720000       0.323712       -0.220674 
-2.700000       0.218644       -0.087514 
-2.680000       -0.019165       0.106075 
-2.660000       -0.168065       0.244642 
-2.640000       -0.108415       0.257563 
-2.620000       0.087143       0.152915 
-2.600000       0.236436       0.004140 
-2.580000       0.215494       -0.098170 
-2.560000       0.059919       -0.099118 
-2.540000       -0.080709       -0.007041 
-2.520000       -0.082898       0.117268 
-2.500000       0.045324       0.200065 
-2.480000       0.182108       0.197995 
-2.460000       0.207417       0.120320 
-2.440000       0.108273       0.019166 
-2.420000       -0.017581       -0.044012 
-2.400000       -0.055562       -0.034654 
-2.380000       0.023459       0.037013 
-2.360000       0.142992       0.125312 
-2.340000       0.195340       0.178246 
-2.320000       0.139005       0.168168 
-2.300000       0.031586       0.106119 
-2.280000       -0.027146       0.032684 
-2.260000       0.013612       -0.007703 
-2.240000       0.113121       0.007052 
-2.220000       0.180295       0.065293 
-2.200000       0.157591       0.130647 
-2.180000       0.070708       0.164910 
-2.160000       0.001510       0.150526 
-2.140000       0.012099       0.099569 
-2.120000       0.090151       0.044806 
-2.100000       0.163371       0.019204 
-2.080000       0.166990       0.036569 
-2.060000       0.101528       0.084603 
-2.040000       0.029522       0.133699 
-2.020000       0.016763       0.155372 
-2.000000       0.073053       0.138939 
-1.980000       0.145653       0.096754 
-1.960000       0.169189       0.055603 
-1.940000       0.124965       0.040098 
-1.920000       0.056017       0.058314 
-1.900000       0.026049       0.097983 
-1.880000       0.061284       0.134881 
-1.860000       0.128177       0.147774 
-1.840000       0.165774       0.130769 
-1.820000       0.141649       0.095920 
-1.800000       0.080184       0.065119 
-1.780000       0.038656       0.056633 
-1.760000       0.054434       0.074539 
-1.740000       0.111873       0.107100 
-1.720000       0.158145       0.134574 
-1.700000       0.152154       0.141301 
-1.680000       0.101324       0.124720 
-1.660000       0.053406       0.096158 
-1.640000       0.052072       0.073380 
-1.620000       0.097529       0.069749 
-1.600000       0.147595       0.086576 
-1.580000       0.157105       0.113015 
-1.560000       0.118886       0.133128 
-1.540000       0.069196       0.135581 
-1.520000       0.053678       0.120080 
-1.500000       0.085755       0.096942 
-1.480000       0.135328       0.080414 
-1.460000       0.157214       0.080048 
-1.440000       0.132498       0.095317 
-1.420000       0.085010       0.116480 
-1.400000       0.058625       0.130848 
-1.380000       0.076958       0.130435 
-1.360000       0.122444       0.116419 
-1.340000       0.153287       0.097938 
-1.320000       0.141982       0.086250 
-1.300000       0.099934       0.087968 
-1.280000       0.066191       0.101413 
-1.260000       0.071336       0.118069 
-1.240000       0.109914       0.127993 
-1.220000       0.146204       0.125768 
-1.200000       0.147361       0.113448 
-1.180000       0.113184       0.098923 
-1.160000       0.075584       0.090932 
-1.140000       0.068880       0.093857 
-1.120000       0.098554       0.105379 
-1.100000       0.136884       0.118233 
-1.080000       0.148852       0.124775 
-1.060000       0.124135       0.121521 
-1.040000       0.085983       0.110959 
-1.020000       0.069384       0.099743 
-1.000000       0.089002       0.094520 
-0.980000       0.126245       0.098012 
-0.960000       0.146845       0.107635 
-0.940000       0.132341       0.117334 
-0.920000       0.096576       0.121360 
-0.900000       0.072472       0.117641 
-0.880000       0.081699       0.108792 
-0.860000       0.115167       0.100293 
-0.840000       0.141876       0.097086 
-0.820000       0.137546       0.100696 
-0.800000       0.106606       0.108533 
-0.780000       0.077631       0.115664 
-0.760000       0.076886       0.117870 
-0.740000       0.104445       0.114080 
-0.720000       0.134589       0.106822 
-0.700000       0.139688       0.100508 
-0.680000       0.115408       0.098719 
-0.660000       0.084255       0.102149 
-0.640000       0.074607       0.108368 
-0.620000       0.094757       0.113454 
-0.600000       0.125694       0.114389 
-0.580000       0.138886       0.110785 
-0.560000       0.122443       0.104949 
-0.540000       0.091682       0.100353 
-0.520000       0.074721       0.099516 
-0.500000       0.086635       0.102584 
-0.480000       0.115927       0.107390 
-0.460000       0.135427       0.110881 
-0.440000       0.127322       0.110970 
-0.420000       0.099247       0.107705 
-0.400000       0.076930       0.103098 
-0.380000       0.080446       0.099820 
-0.360000       0.105996       0.099582 
-0.340000       0.129733       0.102195 
-0.320000       0.129820       0.105802 
-0.300000       0.106318       0.108081 
-0.280000       0.080808       0.107644 
-0.260000       0.076382       0.104789 
-0.240000       0.096552       0.101211 
-0.220000       0.122330       0.098918 
-0.200000       0.129881       0.099022 
-0.180000       0.112341       0.101153 
-0.160000       0.085843       0.103770 
-0.140000       0.074466       0.105153 
-0.120000       0.088146       0.104420 
-0.100000       0.113806       0.101992 
-0.080000       0.127609       0.099254 
-0.060000       0.116867       0.097674 
-0.040000       0.091472       0.097939 
-0.020000       0.074559       0.099603 
-0.000000       0.081204       0.101427 
0.020000       0.104770       0.102166 
0.040000       0.123252       0.101297 
0.060000       0.119578       0.099277 
0.080000       0.097128       0.097203 
0.100000       0.076386       0.096125 
0.120000       0.076010       0.096431 
0.140000       0.095814       0.097670 
0.160000       0.117181       0.098874 
0.180000       0.120299       0.099167 
0.200000       0.102276       0.098267 
0.220000       0.079564       0.096613 
0.240000       0.072696       0.095051 
0.260000       0.087474       0.094311 
0.280000       0.109849       0.094585 
0.300000       0.119004       0.095457 
0.320000       0.106450       0.096191 
0.340000       0.083635       0.096186 
0.360000       0.071247       0.095318 
0.380000       0.080197       0.093977 
0.400000       0.101766       0.092800 
0.420000       0.115805       0.092277 
0.440000       0.109281       0.092480 
0.460000       0.088105       0.093047 
0.480000       0.071510       0.093433 
0.500000       0.074321       0.093239 
0.520000       0.093454       0.092436 
0.540000       0.110940       0.091354 
0.560000       0.110518       0.090458 
0.580000       0.092479       0.090068 
0.600000       0.073215       0.090183 
0.620000       0.070055       0.090506 
0.640000       0.085414       0.090642 
0.660000       0.104748       0.090336 
0.680000       0.110038       0.089613 
0.700000       0.096300       0.088736 
0.720000       0.076002       0.088040 
0.740000       0.067476       0.087724 
0.760000       0.078093       0.087751 
0.780000       0.097640       0.087884 
0.800000       0.107847       0.087846 
0.820000       0.099176       0.087481 
0.840000       0.079453       0.086837 
0.860000       0.066529       0.086121 
0.880000       0.071854       0.085563 
0.900000       0.090066       0.085283 
0.920000       0.104075       0.085229 
0.940000       0.100808       0.085220 
0.960000       0.083125       0.085065 
0.980000       0.067045       0.084675 
1.000000       0.066958       0.084104 
1.020000       0.082483       0.083508 
1.040000       0.098959       0.083044 
1.060000       0.101003       0.082778 
1.080000       0.086584       0.082655 
1.100000       0.068752       0.082543 
1.120000       0.063553       0.082313 
1.140000       0.075319       0.081918 
1.160000       0.092819       0.081410 
1.180000       0.099686       0.080902 
1.200000       0.089436       0.080499 
1.220000       0.071309       0.080234 
1.240000       0.061665       0.080057 
1.260000       0.068948       0.079873 
1.280000       0.086035       0.079597 
1.300000       0.096898       0.079209 
1.320000       0.091354       0.078753 
1.340000       0.074328       0.078310 
1.360000       0.061208       0.077946 
1.380000       0.063665       0.077676 
1.400000       0.079010       0.077458 
1.420000       0.092785       0.077225 
1.440000       0.092098       0.076924 
1.460000       0.077411       0.076548 
1.480000       0.061993       0.076134 
1.500000       0.059667       0.075737 
1.520000       0.072148       0.075398 
1.540000       0.087587       0.075121 
1.560000       0.091529       0.074874 
1.580000       0.080173       0.074610 
1.600000       0.063751       0.074297 
1.620000       0.057047       0.073935 
1.640000       0.065819       0.073554 
1.660000       0.081612       0.073189 
1.680000       0.089615       0.072867 
1.700000       0.082277       0.072584 
1.720000       0.066154       0.072317 
1.740000       0.055789       0.072034 
1.760000       0.060333       0.071718 
1.780000       0.075212       0.071371 
1.800000       0.086427       0.071015 
1.820000       0.083453       0.070674 
1.840000       0.068842       0.070362 
1.860000       0.055780       0.070075 
1.880000       0.055927       0.069796 
1.900000       0.068755       0.069504 
1.920000       0.082128       0.069190 
1.940000       0.083514       0.068857 
1.960000       0.071455       0.068521 
1.980000       0.056818       0.068197 
2.000000       0.052744       0.067893 
2.020000       0.062597       0.067604 
2.040000       0.076962       0.067318 
2.060000       0.082368       0.067024 
2.080000       0.073655       0.066714 
2.100000       0.058633       0.066393 
2.120000       0.050829       0.066073 
2.140000       0.057056       0.065762 
2.160000       0.071225       0.065464 
2.180000       0.080021       0.065176 
2.200000       0.075155       0.064888 
2.220000       0.060911       0.064594 
2.240000       0.050134       0.064291 
2.260000       0.052392       0.063982 
2.280000       0.065246       0.063674 
2.300000       0.076571       0.063374 
2.320000       0.075733       0.063082 
2.340000       0.063321       0.062796 
2.360000       0.050519       0.062510 
2.380000       0.048787       0.062219 
2.400000       0.059361       0.061923 
2.420000       0.072196       0.061624 
2.440000       0.075252       0.061327 
2.460000       0.065535       0.061035 
2.480000       0.051773       0.060749 
2.500000       0.046337       0.060467 
2.520000       0.053883       0.060184 
2.540000       0.067140       0.059899 
2.560000       0.073661       0.059610 
2.580000       0.067259       0.059321 
2.600000       0.053629       0.059033 
2.620000       0.045050       0.058749 
2.640000       0.049085       0.058469 
2.660000       0.061691       0.058192 
2.680000       0.071000       0.057914 
2.700000       0.068250       0.057634 
2.720000       0.055789       0.057354 
2.740000       0.044845       0.057073 
2.760000       0.045180       0.056794 
2.780000       0.056155       0.056518 
2.800000       0.067389       0.056244 
2.820000       0.068334       0.055972 
2.840000       0.057944       0.055700 
2.860000       0.045565       0.055427 
2.880000       0.042304       0.055154 
2.900000       0.050837       0.054881 
2.920000       0.063019       0.054610 
2.940000       0.067415       0.054342 
2.960000       0.059803       0.054075 
2.980000       0.046993       0.053809 
3.000000       0.040511       0.053543 
3.020000       0.046013       0.053277 
3.040000       0.058132       0.053012 
3.060000       0.065479       0.052747 
3.080000       0.061110       0.052484 
3.100000       0.048865       0.052222 
3.120000       0.039776       0.051962 
3.140000       0.041913       0.051703 
3.160000       0.053006       0.051444 
3.180000       0.062594       0.051185 
3.200000       0.061664       0.050927 
3.220000       0.050899       0.050670 
3.240000       0.039993       0.050415 
3.260000       0.038707       0.050160 
3.280000       0.047926       0.049907 
3.300000       0.058901       0.049654 
3.320000       0.061331       0.049403 
3.340000       0.052812       0.049151 
3.360000       0.040991       0.048901 
3.380000       0.036492       0.048651 
3.400000       0.043165       0.048403 
3.420000       0.054598       0.048156 
3.440000       0.060054       0.047909 
3.460000       0.054345       0.047664 
3.480000       0.042547       0.047419 
3.500000       0.035286       0.047175 
3.520000       0.038966       0.046932 
3.540000       0.049926       0.046690 
3.560000       0.057852       0.046449 
3.580000       0.055278       0.046209 
3.600000       0.044406       0.045970 
3.620000       0.035032       0.045731 
3.640000       0.035521       0.045494 
3.660000       0.045148       0.045257 
3.680000       0.054817       0.045021 
3.700000       0.055449       0.044786 
3.720000       0.046303       0.044553 
3.740000       0.035606       0.044320 
3.760000       0.032959       0.044088 
3.780000       0.040529       0.043856 
3.800000       0.051104       0.043626 
3.820000       0.054762       0.043397 
3.840000       0.047979       0.043168 
3.860000       0.036825       0.042940 
3.880000       0.031341       0.042714 
3.900000       0.036314       0.042488 
3.920000       0.046918       0.042263 
3.940000       0.053193       0.042039 
3.960000       0.049206       0.041816 
3.980000       0.038466       0.041593 
4.000000       0.030653       0.041372 
4.020000       0.032712       0.041151 
4.040000       0.042495       0.040932 
4.060000       0.050790       0.040713 
4.080000       0.049799       0.040495 
4.100000       0.040283       0.040278 
4.120000       0.030815       0.040062 
4.140000       0.029878       0.039847 
4.160000       0.038085       0.039632 
4.180000       0.047665       0.039419 
4.200000       0.049631       0.039206 
4.220000       0.042028       0.038994 
4.240000       0.031685       0.038784 
4.260000       0.027907       0.038574 
4.280000       0.033929       0.038365 
4.300000       0.043985       0.038156 
4.320000       0.048642       0.037949 
4.340000       0.043468       0.037742 
4.360000       0.033072       0.037537 
4.380000       0.026825       0.037332 
4.400000       0.030245       0.037128 
4.420000       0.039958       0.036925 
4.440000       0.046837       0.036723 
4.460000       0.044405       0.036521 
4.480000       0.034757       0.036321 
4.500000       0.026593       0.036121 
4.520000       0.027209       0.035922 
4.540000       0.035812       0.035724 
4.560000       0.044289       0.035527 
4.580000       0.044687       0.035331 
4.600000       0.036504       0.035136 
4.620000       0.027108       0.034941 
4.640000       0.024944       0.034747 
4.660000       0.031781       0.034555 
4.680000       0.041126       0.034363 
4.700000       0.044220       0.034171 
4.720000       0.038084       0.033981 
4.740000       0.028216       0.033792 
4.760000       0.023512       0.033603 
4.780000       0.028086       0.033415 
4.800000       0.037523       0.033228 
4.820000       0.042974       0.033042 
4.840000       0.039289       0.032856 
4.860000       0.029723       0.032672 
4.880000       0.022910       0.032488 
4.900000       0.024915       0.032305 
4.920000       0.033688       0.032123 
4.940000       0.040982       0.031942 
4.960000       0.039949       0.031762 
4.980000       0.031412       0.031582 
5.000000       0.023074       0.031403 
5.020000       0.022415       0.031225 
5.040000       0.029840       0.031048 
5.060000       0.038336       0.030872 
5.080000       0.039945       0.030696 
5.100000       0.033063       0.030521 
5.120000       0.023884       0.030347 
5.140000       0.020677       0.030174 
5.160000       0.026196       0.030002 
5.180000       0.035179       0.029830 
5.200000       0.039212       0.029659 
5.220000       0.034464       0.029489 
5.240000       0.025176       0.029320 
5.260000       0.019733       0.029151 
5.280000       0.022954       0.028984 
5.300000       0.031691       0.028817 
5.320000       0.037750       0.028651 
5.340000       0.035434       0.028486 
5.360000       0.026756       0.028321 
5.380000       0.019554       0.028157 
5.400000       0.020277       0.027994 
5.420000       0.028075       0.027832 
5.440000       0.035614       0.027671 
5.460000       0.035831       0.027510 
5.480000       0.028415       0.027350 
5.500000       0.020056       0.027191 
5.520000       0.018281       0.027032 
5.540000       0.024541       0.026875 
5.560000       0.032913       0.026718 
5.580000       0.035564       0.026562 
5.600000       0.029945       0.026406 
5.620000       0.021106       0.026252 
5.640000       0.017027       0.026098 
5.660000       0.021287       0.025945 
5.680000       0.029801       0.025792 
5.700000       0.034598       0.025640 
5.720000       0.031157       0.025490 
5.740000       0.022533       0.025339 
5.760000       0.016522       0.025190 
5.780000       0.018489       0.025041 
5.800000       0.026459       0.024893 
5.820000       0.032956       0.024746 
5.840000       0.031893       0.024599 
5.860000       0.024144       0.024453 
5.880000       0.016713       0.024308 
5.900000       0.016283       0.024164 
5.920000       0.023084       0.024020 
5.940000       0.030715       0.023877 
5.960000       0.032039       0.023735 
5.980000       0.025740       0.023593 
6.000000       0.017499       0.023453 
6.020000       0.014756       0.023312 
6.040000       0.019875       0.023173 
6.060000       0.027997       0.023034 
6.080000       0.031531       0.022896 
6.100000       0.027129       0.022759 
6.120000       0.018736       0.022622 
6.140000       0.013945       0.022486 
6.160000       0.017010       0.022351 
6.180000       0.024963       0.022216 
6.200000       0.030361       0.022082 
6.220000       0.028142       0.021949 
6.240000       0.020251       0.021817 
6.260000       0.013830       0.021685 
6.280000       0.014643       0.021554 
6.300000       0.021793       0.021423 
6.320000       0.028574       0.021293 
6.340000       0.028647       0.021164 
6.360000       0.021854       0.021035 
6.380000       0.014339       0.020908 
6.400000       0.012882       0.020780 
6.420000       0.018677       0.020654 
6.440000       0.026263       0.020528 
6.460000       0.028555       0.020403 
6.480000       0.023358       0.020278 
6.500000       0.015357       0.020154 
6.520000       0.011790       0.020031 
6.540000       0.015799       0.019908 
6.560000       0.023562       0.019786 
6.580000       0.027829       0.019665 
6.600000       0.024588       0.019544 
6.620000       0.016732       0.019424 
6.640000       0.011379       0.019304 
6.660000       0.013319       0.019186 
6.680000       0.020634       0.019067 
6.700000       0.026483       0.018950 
6.720000       0.025396       0.018833 
6.740000       0.018292       0.018716 
6.760000       0.011606       0.018601 
6.780000       0.011365       0.018485 
6.800000       0.017659       0.018371 
6.820000       0.024581       0.018257 
6.840000       0.025674       0.018144 
6.860000       0.019853       0.018031 
6.880000       0.012383       0.017919 
6.900000       0.010023       0.017807 
6.920000       0.014815       0.017697 
6.940000       0.022233       0.017586 
6.960000       0.025358       0.017477 
6.980000       0.021239       0.017367 
7.000000       0.013584       0.017259 
7.020000       0.009331       0.017151 
7.040000       0.012270       0.017044 
7.060000       0.019579       0.016937 
7.080000       0.024435       0.016831 
7.100000       0.022295       0.016725 
7.120000       0.015052       0.016620 
7.140000       0.009276       0.016516 
7.160000       0.010166       0.016412 
7.180000       0.016784       0.016308 
7.200000       0.022940       0.016206 
7.220000       0.022894       0.016103 
7.240000       0.016616       0.016002 
7.260000       0.009799       0.015901 
7.280000       0.008607       0.015800 
7.300000       0.014020       0.015700 
7.320000       0.020955       0.015601 
7.340000       0.022951       0.015502 
7.360000       0.018103       0.015404 
7.380000       0.010797       0.015306 
7.400000       0.007655       0.015209 
7.420000       0.011458       0.015112 
7.440000       0.018599       0.015016 
7.460000       0.022426       0.014920 
7.480000       0.019351       0.014825 
7.500000       0.012134       0.014731 
7.520000       0.007326       0.014636 
7.540000       0.009245       0.014543 
7.560000       0.016019       0.014450 
7.580000       0.021328       0.014358 
7.600000       0.020221       0.014266 
7.620000       0.013653       0.014174 
7.640000       0.007587       0.014083 
7.660000       0.007505       0.013993 
7.680000       0.013378       0.013903 
7.700000       0.019712       0.013814 
7.720000       0.020610       0.013725 
7.740000       0.015186       0.013636 
7.760000       0.008360       0.013549 
7.780000       0.006320       0.013461 
7.800000       0.010841       0.013374 
7.820000       0.017672       0.013288 
7.840000       0.020455       0.013202 
7.860000       0.016572       0.013117 
7.880000       0.009532       0.013032 
7.900000       0.005729       0.012947 
7.920000       0.008565       0.012864 
7.940000       0.015336       0.012780 
7.960000       0.019738       0.012697 
7.980000       0.017663       0.012615 
8.000000       0.010962       0.012533 
8.020000       0.005726       0.012451 
8.040000       0.006681       0.012370 
8.060000       0.012854       0.012289 
8.080000       0.018488       0.012209 
8.100000       0.018340       0.012130 
8.120000       0.012493       0.012050 
8.140000       0.006260       0.011972 
8.160000       0.005291       0.011893 
8.180000       0.010385       0.011816 
8.200000       0.016775       0.011738 
8.220000       0.018520       0.011661 
8.240000       0.013964       0.011585 
8.260000       0.007240       0.011509 
8.280000       0.004457       0.011433 
8.300000       0.008086       0.011358 
8.320000       0.014707       0.011283 
8.340000       0.018163       0.011209 
8.360000       0.015225       0.011135 
8.380000       0.008543       0.011062 
8.400000       0.004196       0.010989 
8.420000       0.006098       0.010916 
8.440000       0.012417       0.010844 
8.460000       0.017271       0.010773 
8.480000       0.016145       0.010701 
8.500000       0.010026       0.010630 
8.520000       0.004482       0.010560 
8.540000       0.004536       0.010490 
8.560000       0.010055       0.010420 
8.580000       0.015891       0.010351 
8.600000       0.016624       0.010283 
8.620000       0.011534       0.010214 
8.640000       0.005249       0.010146 
8.660000       0.003480       0.010079 
8.680000       0.007774       0.010012 
8.700000       0.014108       0.009945 
8.720000       0.016600       0.009879 
8.740000       0.012915       0.009813 
8.760000       0.006394       0.009747 
8.780000       0.002972       0.009682 
8.800000       0.005721       0.009617 
8.820000       0.012038       0.009553 
8.840000       0.016054       0.009489 
8.860000       0.014031       0.009425 
8.880000       0.007788       0.009362 
8.900000       0.003009       0.009299 
8.920000       0.004020       0.009237 
8.940000       0.009817       0.009175 
8.960000       0.015006       0.009113 
8.980000       0.014770       0.009052 
9.000000       0.009286       0.008991 
9.020000       0.003548       0.008930 
9.040000       0.002769       0.008870 
9.060000       0.007593       0.008810 
9.080000       0.013520       0.008751 
9.100000       0.015050       0.008692 
9.120000       0.010739       0.008633 
9.140000       0.004508       0.008575 
9.160000       0.002030       0.008517 
9.180000       0.005514       0.008459 
9.200000       0.011691       0.008402 
9.220000       0.014830       0.008345 
9.240000       0.012006       0.008288 
9.260000       0.005778       0.008232 
9.280000       0.001822       0.008176 
9.300000       0.003711       0.008120 
9.320000       0.009642       0.008065 
9.340000       0.014108       0.008010 
9.360000       0.012963       0.007956 
9.380000       0.007225       0.007902 
9.400000       0.002125       0.007848 
9.420000       0.002294       0.007794 
9.440000       0.007512       0.007741 
9.460000       0.012925       0.007688 
9.480000       0.013514       0.007635 
9.500000       0.008705       0.007583 
9.520000       0.002881       0.007531 
9.540000       0.001343       0.007480 
9.560000       0.005444       0.007429 
9.580000       0.011355       0.007378 
9.600000       0.013597       0.007327 
9.620000       0.010076       0.007277 
9.640000       0.003996       0.007227 
9.660000       0.000900       0.007177 
9.680000       0.003575       0.007128 
9.700000       0.009505       0.007079 
9.720000       0.013190       0.007030 
9.740000       0.011209       0.006981 
9.760000       0.005353       0.006933 
9.780000       0.000965       0.006886 
9.800000       0.002025       0.006838 
9.820000       0.007501       0.006791 
9.840000       0.012309       0.006744 
9.860000       0.011995       0.006697 
9.880000       0.006818       0.006651 
9.900000       0.001502       0.006605 
9.920000       0.000887       0.006559 
9.940000       0.005481       0.006514 
9.960000       0.011010       0.006468 
9.980000       0.012354       0.006424 
10.000000       0.008250       0.006379 
10.020000       0.002439       0.006335 
10.040000       0.000221       0.006291 
10.060000       0.003582       0.006247 
10.080000       0.009380       0.006203 
10.100000       0.012246       0.006160 
10.120000       0.009516       0.006117 
10.140000       0.003674       0.006075 
10.160000       0.000052       0.006032 
10.180000       0.001931       0.005990 
10.200000       0.007532       0.005948 
10.220000       0.011664       0.005907 
10.240000       0.010499       0.005866 
10.260000       0.005083       0.005825 
10.280000       0.000363       0.005784 
10.300000       0.000633       0.005743 
10.320000       0.005594       0.005703 
10.340000       0.010642       0.005663 
10.360000       0.011105       0.005623 
10.380000       0.006533       0.005584 
10.400000       0.001103       0.005545 
10.420000       -0.000235       0.005506 
10.440000       0.003702       0.005467 
10.460000       0.009249       0.005429 
10.480000       0.011273       0.005390 
10.500000       0.007891       0.005352 
10.520000       0.002187       0.005315 
10.540000       -0.000630       0.005277 
10.560000       0.001984       0.005240 
10.580000       0.007582       0.005203 
10.600000       0.010980       0.005166 
10.620000       0.009032       0.005130 
10.640000       0.003506       0.005093 
10.660000       -0.000548       0.005057 
10.680000       0.000556       0.005022 
10.700000       0.005757       0.004986 
10.720000       0.010237       0.004951 
10.740000       0.009852       0.004916 
10.760000       0.004935       0.004881 
10.780000       -0.000019       0.004846 
10.800000       -0.000492       0.004812 
10.820000       0.003906       0.004778 
10.840000       0.009093       0.004744 
10.860000       0.010274       0.004710 
10.880000       0.006343       0.004676 
10.900000       0.000892       0.004643 
10.920000       -0.001101       0.004610 
10.940000       0.002156       0.004577 
10.960000       0.007628       0.004545 
10.980000       0.010255       0.004512 
11.000000       0.007602       0.004480 
11.020000       0.002089       0.004448 
11.040000       -0.001244       0.004416 
11.060000       0.000629       0.004385 
11.080000       0.005946       0.004353 
11.100000       0.009787       0.004322 
11.120000       0.008601       0.004291 
11.140000       0.003460       0.004260 
11.160000       -0.000933       0.004230 
11.180000       -0.000575       0.004200 
11.200000       0.004167       0.004169 
11.220000       0.008899       0.004139 
11.240000       0.009249       0.004110 
11.260000       0.004879       0.004080 
11.280000       -0.000214       0.004051 
11.300000       -0.001378       0.004022 
11.320000       0.002419       0.003993 
11.340000       0.007653       0.003964 
11.360000       0.009487       0.003935 
11.380000       0.006219       0.003907 
11.400000       0.000836       0.003879 
11.420000       -0.001739       0.003851 
11.440000       0.000825       0.003823 
11.460000       0.006137       0.003796 
11.480000       0.009286       0.003768 
11.500000       0.007361       0.003741 
11.520000       0.002116       0.003714 
11.540000       -0.001649       0.003687 
11.560000       -0.000505       0.003660 
11.580000       0.004461       0.003634 
11.600000       0.008656       0.003607 
11.620000       0.008205       0.003581 
11.640000       0.003509       0.003555 
11.660000       -0.001134       0.003529 
11.680000       -0.001483       0.003504 
11.700000       0.002748       0.003478 
11.720000       0.007640       0.003453 
11.740000       0.008676       0.003428 
11.760000       0.004890       0.003403 
11.780000       -0.000253       0.003378 
11.800000       -0.002049       0.003354 
11.820000       0.001120       0.003329 
11.840000       0.006312       0.003305 
11.860000       0.008730       0.003281 
11.880000       0.006139       0.003257 
11.900000       0.000907       0.003233 
11.920000       -0.002177       0.003210 
11.940000       -0.000307       0.003186 
11.960000       0.004767       0.003163 
11.980000       0.008356       0.003140 
12.000000       0.007147       0.003117 
12.020000       0.002239       0.003094 
12.040000       -0.001873       0.003071 
12.060000       -0.001435       0.003049 
12.080000       0.003119       0.003026 
12.100000       0.007579       0.003004 
12.120000       0.007827       0.002982 
12.140000       0.003625       0.002960 
