# time        F_Re_MC      F_Im_MC      F_Re_E17      F_Im_E17 
0.00000000000031500000       0.0006103807       -0.0001357922       -0.0005178853       -0.0003504268
0.00000000000031600000       0.0006110264       -0.0000957745       -0.0005065775       -0.0003548313
0.00000000000031700000       0.0006092266       -0.0000562100       -0.0004953635       -0.0003590705
0.00000000000031800000       0.0006050373       -0.0000172378       -0.0004842425       -0.0003631480
0.00000000000031900000       0.0005985220       0.0000210076       -0.0004732140       -0.0003670672
0.00000000000032000000       0.0005897510       0.0000583973       -0.0004622774       -0.0003708317
0.00000000000032100000       0.0005788015       0.0000948075       -0.0004514320       -0.0003744446
0.00000000000032200000       0.0005657566       0.0001301206       -0.0004406773       -0.0003779092
0.00000000000032300000       0.0005507054       0.0001642248       -0.0004300127       -0.0003812287
0.00000000000032400000       0.0005337424       0.0001970148       -0.0004194375       -0.0003844061
0.00000000000032500000       0.0005149672       0.0002283921       -0.0004089511       -0.0003874443
0.00000000000032600000       0.0004944837       0.0002582647       -0.0003985530       -0.0003903463
0.00000000000032700000       0.0004724003       0.0002865478       -0.0003882426       -0.0003931149
0.00000000000032800000       0.0004488289       0.0003131636       -0.0003780193       -0.0003957528
0.00000000000032900000       0.0004238849       0.0003380419       -0.0003678825       -0.0003982626
0.00000000000033000000       0.0003976862       0.0003611195       -0.0003578316       -0.0004006471
0.00000000000033100000       0.0003703534       0.0003823409       -0.0003478660       -0.0004029087
0.00000000000033200000       0.0003420089       0.0004016582       -0.0003379851       -0.0004050500
0.00000000000033300000       0.0003127767       0.0004190310       -0.0003281884       -0.0004070733
0.00000000000033400000       0.0002827819       0.0004344264       -0.0003184752       -0.0004089809
0.00000000000033500000       0.0002521500       0.0004478192       -0.0003088451       -0.0004107753
0.00000000000033600000       0.0002210069       0.0004591916       -0.0002992974       -0.0004124585
0.00000000000033700000       0.0001894783       0.0004685334       -0.0002898315       -0.0004140329
0.00000000000033800000       0.0001576891       0.0004758417       -0.0002804469       -0.0004155005
0.00000000000033900000       0.0001257634       0.0004811208       -0.0002711430       -0.0004168635
0.00000000000034000000       0.0000938234       0.0004843825       -0.0002619193       -0.0004181238
0.00000000000034100000       0.0000619900       0.0004856450       -0.0002527752       -0.0004192834
