# time        F_Re_MC      F_Im_MC      F_Re_E17      F_Im_E17     F_CL
0.00000000000000000000       1.0000000000       0.0000000000       1.0000000000       0.0000000000     1.0000000000
0.00000000000000100000       0.9994756508       0.0000042113       0.9965714387       -0.0761376654     0.9999500855
0.00000000000000200000       0.9979046732       0.0000336310       0.9863267671       -0.1515692790     0.9998003736
0.00000000000000300000       0.9952932584       0.0001131710       0.9693882825       -0.2255992925     0.9995509586
0.00000000000000400000       0.9916516617       0.0002671550       0.9459573654       -0.2975529406     0.9992019977
0.00000000000000500000       0.9869941085       0.0005190352       0.9163108717       -0.3667860767     0.9987537107
0.00000000000000600000       0.9813386651       0.0008911217       0.8807962076       -0.4326943613     0.9982063793
0.00000000000000700000       0.9747070756       0.0014043293       0.8398252082       -0.4947216138     0.9975603471
0.00000000000000800000       0.9671245688       0.0020779438       0.7938669684       -0.5523671658     0.9968160185
0.00000000000000900000       0.9586196362       0.0029294119       0.7434397993       -0.6051920795     0.9959738585
0.00000000000001000000       0.9492237866       0.0039741579       0.6891024978       -0.6528241252     0.9950343917
0.00000000000001100000       0.9389712796       0.0052254277       0.6314451328       -0.6949614473     0.9939982013
0.00000000000001200000       0.9278988420       0.0066941629       0.5710795534       -0.7313748810     0.9928659283
0.00000000000001300000       0.9160453721       0.0083889066       0.5086298286       -0.7619089152     0.9916382704
0.00000000000001400000       0.9034516348       0.0103157397       0.4447228176       -0.7864813325     0.9903159810
0.00000000000001500000       0.8901599522       0.0124782494       0.3799790621       -0.8050815857     0.9888998674
0.00000000000001600000       0.8762138947       0.0148775282       0.3150041745       -0.8177679990     0.9873907903
0.00000000000001700000       0.8616579736       0.0175122031       0.2503808749       -0.8246639062     0.9857896617
0.00000000000001800000       0.8465373419       0.0203784931       0.1866618082       -0.8259528580     0.9840974438
0.00000000000001900000       0.8308975048       0.0234702932       0.1243632465       -0.8218730444     0.9823151472
0.00000000000002000000       0.8147840432       0.0267792823       0.0639597536       -0.8127110907     0.9804438296
0.00000000000002100000       0.7982423526       0.0302950541       0.0058798634       -0.7987953874     0.9784845938
0.00000000000002200000       0.7813173999       0.0340052650       -0.0494972056       -0.7804891185     0.9764385864
0.00000000000002300000       0.7640535002       0.0378958002       -0.1018438004       -0.7581831462     0.9743069953
0.00000000000002400000       0.7464941132       0.0419509518       -0.1508850753       -0.7322889030     0.9720910487
0.00000000000002500000       0.7286816623       0.0461536067       -0.1963992732       -0.7032314313     0.9697920126
0.00000000000002600000       0.7106573756       0.0504854430       -0.2382171106       -0.6714426957     0.9674111891
0.00000000000002700000       0.6924611488       0.0549271294       -0.2762203494       -0.6373552782     0.9649499145
0.00000000000002800000       0.6741314307       0.0594585268       -0.3103396467       -0.6013965463     0.9624095574
0.00000000000002900000       0.6557051303       0.0640588884       -0.3405517844       -0.5639833696     0.9597915163
0.00000000000003000000       0.6372175436       0.0687070565       -0.3668763842       -0.5255174366     0.9570972180
0.00000000000003100000       0.6187023013       0.0733816539       -0.3893722169       -0.4863812100     0.9543281154
0.00000000000003200000       0.6001913343       0.0780612672       -0.4081332111       -0.4469345379     0.9514856854
0.00000000000003300000       0.5817148558       0.0827246212       -0.4232842650       -0.4075119230     0.9485714271
0.00000000000003400000       0.5633013593       0.0873507425       -0.4349769584       -0.3684204382     0.9455868593
0.00000000000003500000       0.5449776308       0.0919191119       -0.4433852537       -0.3299382639     0.9425335188
0.00000000000003600000       0.5267687718       0.0964098031       -0.4487012657       -0.2923138094     0.9394129583
0.00000000000003700000       0.5086982343       0.1008036096       -0.4511311709       -0.2557653768     0.9362267443
0.00000000000003800000       0.4907878641       0.1050821566       -0.4508913145       -0.2204813138     0.9329764553
0.00000000000003900000       0.4730579512       0.1092279999       -0.4482045653       -0.1866206011     0.9296636795
0.00000000000004000000       0.4555272860       0.1132247112       -0.4432969542       -0.1543138164     0.9262900130
0.00000000000004100000       0.4382132209       0.1170569492       -0.4363946251       -0.1236644149     0.9228570580
0.00000000000004200000       0.4211317332       0.1207105179       -0.4277211153       -0.0947502685     0.9193664205
0.00000000000004300000       0.4042974921       0.1241724124       -0.4174949756       -0.0676254058     0.9158197092
0.00000000000004400000       0.3877239244       0.1274308517       -0.4059277279       -0.0423219002     0.9122185327
0.00000000000004500000       0.3714232816       0.1304753018       -0.3932221586       -0.0188518562     0.9085644985
0.00000000000004600000       0.3554067055       0.1332964859       -0.3795709318       0.0027905539     0.9048592111
0.00000000000004700000       0.3396842921       0.1358863865       -0.3651555086       0.0226270397     0.9011042699
0.00000000000004800000       0.3242651538       0.1382382379       -0.3501453505       0.0406931683     0.8973012682
0.00000000000004900000       0.3091574783       0.1403465101       -0.3346973843       0.0570363935     0.8934517912
0.00000000000005000000       0.2943685847       0.1422068857       -0.3189557032       0.0717141643     0.8895574147
0.00000000000005100000       0.2799049769       0.1438162303       -0.3030514780       0.0847921336     0.8856197033
0.00000000000005200000       0.2657723929       0.1451725573       -0.2871030519       0.0963424819     0.8816402096
0.00000000000005300000       0.2519758507       0.1462749871       -0.2712161936       0.1064423671     0.8776204724
0.00000000000005400000       0.2385196908       0.1471237030       -0.2554844814       0.1151725082     0.8735620154
0.00000000000005500000       0.2254076154       0.1477199027       -0.2399897963       0.1226159059     0.8694663463
0.00000000000005600000       0.2126427240       0.1480657478       -0.2248029007       0.1288567016     0.8653349555
0.00000000000005700000       0.2002275455       0.1481643104       -0.2099840811       0.1339791720     0.8611693149
0.00000000000005800000       0.1881640678       0.1480195184       -0.1955838373       0.1380668564     0.8569708771
0.00000000000005900000       0.1764537639       0.1476360995       -0.1816436008       0.1412018094     0.8527410743
0.00000000000006000000       0.1650976161       0.1470195244       -0.1681964671       0.1434639740     0.8484813174
0.00000000000006100000       0.1540961370       0.1461759498       -0.1552679299       0.1449306651     0.8441929955
0.00000000000006200000       0.1434493887       0.1451121617       -0.1428766054       0.1456761553     0.8398774747
0.00000000000006300000       0.1331570002       0.1438355187       -0.1310349390       0.1457713549     0.8355360976
0.00000000000006400000       0.1232181828       0.1423538963       -0.1197498857       0.1452835753     0.8311701828
0.00000000000006500000       0.1136317440       0.1406756319       -0.1090235595       0.1442763671     0.8267810244
0.00000000000006600000       0.1043961007       0.1388094710       -0.0988538472       0.1428094254     0.8223698912
0.00000000000006700000       0.0955092908       0.1367645154       -0.0892349829       0.1409385508     0.8179380263
