# Time    F_t_Re (QM_E17)      F_t_Im (QM_E17)       F_t_Re_erf       F_t_Im_erf  
0.00000000000000000000        1.000000        0.000000         0.581109         -0.000247     
0.00000000000000100000        0.999385        -0.012626         0.580494         -0.012873     
0.00000000000000200000        0.997545        -0.025192         0.578653         -0.025438     
0.00000000000000300000        0.994489        -0.037635         0.575597         -0.037882     
0.00000000000000400000        0.990235        -0.049898         0.571343         -0.050145     
0.00000000000000500000        0.984806        -0.061923         0.565915         -0.062170     
0.00000000000000600000        0.978235        -0.073654         0.559343         -0.073900     
0.00000000000000700000        0.970555        -0.085039         0.551664         -0.085285     
0.00000000000000800000        0.961811        -0.096028         0.542919         -0.096275     
0.00000000000000900000        0.952048        -0.106577         0.533156         -0.106824     
0.00000000000001000000        0.941319        -0.116644         0.522427         -0.116890     
0.00000000000001100000        0.929679        -0.126191         0.510788         -0.126438     
0.00000000000001200000        0.917189        -0.135186         0.498298         -0.135433     
0.00000000000001300000        0.903911        -0.143601         0.485020         -0.143848     
0.00000000000001400000        0.889910        -0.151414         0.471018         -0.151660     
0.00000000000001500000        0.875252        -0.158605         0.456360         -0.158852     
0.00000000000001600000        0.860004        -0.165162         0.441113         -0.165409     
0.00000000000001700000        0.844237        -0.171076         0.425345         -0.171323     
0.00000000000001800000        0.828016        -0.176343         0.409125         -0.176590     
0.00000000000001900000        0.811411        -0.180964         0.392520         -0.181211     
0.00000000000002000000        0.794488        -0.184944         0.375596         -0.185191     
0.00000000000002100000        0.777312        -0.188292         0.358420         -0.188538     
0.00000000000002200000        0.759946        -0.191019         0.341054         -0.191266     
0.00000000000002300000        0.742451        -0.193143         0.323560         -0.193390     
0.00000000000002400000        0.724886        -0.194682         0.305994         -0.194928     
0.00000000000002500000        0.707305        -0.195657         0.288414         -0.195904     
0.00000000000002600000        0.689762        -0.196093         0.270870         -0.196339     
0.00000000000002700000        0.672304        -0.196015         0.253413         -0.196261     
0.00000000000002800000        0.654978        -0.195451         0.236087         -0.195697     
0.00000000000002900000        0.637826        -0.194430         0.218934         -0.194676     
0.00000000000003000000        0.620885        -0.192980         0.201994         -0.193227     
0.00000000000003100000        0.604192        -0.191134         0.185300         -0.191380     
0.00000000000003200000        0.587776        -0.188920         0.168885         -0.189166     
0.00000000000003300000        0.571667        -0.186369         0.152776         -0.186616     
0.00000000000003400000        0.555889        -0.183513         0.136998         -0.183759     
0.00000000000003500000        0.540463        -0.180380         0.121572         -0.180626     
0.00000000000003600000        0.525407        -0.176999         0.106516         -0.177246     
0.00000000000003700000        0.510737        -0.173400         0.091846         -0.173646     
0.00000000000003800000        0.496465        -0.169608         0.077574         -0.169855     
0.00000000000003900000        0.482602        -0.165651         0.063710         -0.165898     
0.00000000000004000000        0.469153        -0.161553         0.050262         -0.161800     
0.00000000000004100000        0.456126        -0.157338         0.037234         -0.157585     
0.00000000000004200000        0.443522        -0.153028         0.024630         -0.153274     
0.00000000000004300000        0.431343        -0.148643         0.012452         -0.148890     
0.00000000000004400000        0.419589        -0.144204         0.000698         -0.144450     
0.00000000000004500000        0.408258        -0.139727         -0.010634         -0.139973     
0.00000000000004600000        0.397346        -0.135229         -0.021546         -0.135476     
0.00000000000004700000        0.386849        -0.130726         -0.032043         -0.130972     
0.00000000000004800000        0.376761        -0.126230         -0.042130         -0.126477     
0.00000000000004900000        0.367077        -0.121755         -0.051814         -0.122001     
0.00000000000005000000        0.357789        -0.117310         -0.061103         -0.117557     
0.00000000000005100000        0.348889        -0.112906         -0.070003         -0.113153     
0.00000000000005200000        0.340369        -0.108552         -0.078523         -0.108798     
0.00000000000005300000        0.332220        -0.104254         -0.086671         -0.104500     
0.00000000000005400000        0.324434        -0.100019         -0.094457         -0.100265     
0.00000000000005500000        0.317001        -0.095852         -0.101890         -0.096098     
0.00000000000005600000        0.309912        -0.091758         -0.108979         -0.092004     
0.00000000000005700000        0.303158        -0.087740         -0.115733         -0.087987     
0.00000000000005800000        0.296729        -0.083801         -0.122162         -0.084048     
0.00000000000005900000        0.290617        -0.079944         -0.128275         -0.080190     
0.00000000000006000000        0.284811        -0.076169         -0.134081         -0.076415     
0.00000000000006100000        0.279303        -0.072477         -0.139589         -0.072724     
0.00000000000006200000        0.274084        -0.068869         -0.144807         -0.069116     
0.00000000000006300000        0.269146        -0.065344         -0.149746         -0.065591     
0.00000000000006400000        0.264479        -0.061902         -0.154412         -0.062149     
0.00000000000006500000        0.260077        -0.058542         -0.158814         -0.058789     
0.00000000000006600000        0.255931        -0.055262         -0.162960         -0.055509     
0.00000000000006700000        0.252034        -0.052061         -0.166858         -0.052308     
0.00000000000006800000        0.248378        -0.048936         -0.170514         -0.049183     
0.00000000000006900000        0.244956        -0.045886         -0.173935         -0.046133     
0.00000000000007000000        0.241763        -0.042909         -0.177128         -0.043155     
0.00000000000007100000        0.238791        -0.040001         -0.180100         -0.040247     
0.00000000000007200000        0.236036        -0.037160         -0.182856         -0.037407     
0.00000000000007300000        0.233490        -0.034384         -0.185402         -0.034631     
0.00000000000007400000        0.231149        -0.031669         -0.187742         -0.031916     
0.00000000000007500000        0.229008        -0.029014         -0.189883         -0.029261     
0.00000000000007600000        0.227062        -0.026414         -0.191829         -0.026661     
0.00000000000007700000        0.225307        -0.023868         -0.193584         -0.024115     
0.00000000000007800000        0.223739        -0.021372         -0.195152         -0.021619     
0.00000000000007900000        0.222354        -0.018924         -0.196537         -0.019171     
0.00000000000008000000        0.221149        -0.016521         -0.197743         -0.016767     
0.00000000000008100000        0.220120        -0.014159         -0.198772         -0.014406     
0.00000000000008200000        0.219264        -0.011838         -0.199627         -0.012084     
0.00000000000008300000        0.218579        -0.009553         -0.200312         -0.009799     
0.00000000000008400000        0.218062        -0.007302         -0.200829         -0.007549     
0.00000000000008500000        0.217712        -0.005083         -0.201180         -0.005330     
0.00000000000008600000        0.217525        -0.002894         -0.201366         -0.003141     
0.00000000000008700000        0.217501        -0.000733         -0.201390         -0.000980     
0.00000000000008800000        0.217638        0.001403         -0.201253         0.001156     
0.00000000000008900000        0.217935        0.003515         -0.200957         0.003268     
0.00000000000009000000        0.218389        0.005605         -0.200502         0.005359     
0.00000000000009100000        0.219001        0.007676         -0.199890         0.007429     
0.00000000000009200000        0.219770        0.009727         -0.199122         0.009480     
0.00000000000009300000        0.220694        0.011761         -0.198197         0.011514     
0.00000000000009400000        0.221774        0.013778         -0.197118         0.013531     
0.00000000000009500000        0.223008        0.015780         -0.195883         0.015533     
0.00000000000009600000        0.224397        0.017767         -0.194495         0.017520     
0.00000000000009700000        0.225940        0.019739         -0.192952         0.019493     
0.00000000000009800000        0.227637        0.021698         -0.191255         0.021451     
0.00000000000009900000        0.229487        0.023642         -0.189404         0.023395     
0.00000000000010000000        0.231492        0.025572         -0.187400         0.025326     
0.00000000000010100000        0.233650        0.027488         -0.185242         0.027241     
0.00000000000010200000        0.235961        0.029388         -0.182931         0.029142     
0.00000000000010300000        0.238425        0.031273         -0.180467         0.031026     
0.00000000000010400000        0.241042        0.033140         -0.177850         0.032893     
0.00000000000010500000        0.243811        0.034989         -0.175080         0.034742     
0.00000000000010600000        0.246733        0.036817         -0.172159         0.036570     
0.00000000000010700000        0.249806        0.038623         -0.169086         0.038376     
0.00000000000010800000        0.253029        0.040405         -0.165862         0.040158     
0.00000000000010900000        0.256402        0.042159         -0.162489         0.041913     
0.00000000000011000000        0.259924        0.043885         -0.158967         0.043638     
0.00000000000011100000        0.263593        0.045577         -0.155299         0.045331     
0.00000000000011200000        0.267407        0.047234         -0.151484         0.046988     
0.00000000000011300000        0.271364        0.048852         -0.147527         0.048606     
0.00000000000011400000        0.275463        0.050427         -0.143429         0.050180     
0.00000000000011500000        0.279700        0.051955         -0.139192         0.051708     
0.00000000000011600000        0.284072        0.053432         -0.134820         0.053185     
0.00000000000011700000        0.288575        0.054853         -0.130316         0.054607     
0.00000000000011800000        0.293207        0.056215         -0.125685         0.055968     
0.00000000000011900000        0.297961        0.057512         -0.120930         0.057265     
0.00000000000012000000        0.302835        0.058739         -0.116057         0.058493     
0.00000000000012100000        0.307821        0.059893         -0.111071         0.059646     
0.00000000000012200000        0.312914        0.060967         -0.105978         0.060721     
0.00000000000012300000        0.318108        0.061957         -0.100784         0.061711     
0.00000000000012400000        0.323395        0.062858         -0.095496         0.062612     
0.00000000000012500000        0.328769        0.063665         -0.090122         0.063418     
0.00000000000012600000        0.334221        0.064373         -0.084671         0.064126     
0.00000000000012700000        0.339742        0.064977         -0.079149         0.064731     
0.00000000000012800000        0.345323        0.065474         -0.073568         0.065227     
0.00000000000012900000        0.350955        0.065858         -0.067936         0.065611     
0.00000000000013000000        0.356628        0.066125         -0.062264         0.065878     
0.00000000000013100000        0.362330        0.066272         -0.056562         0.066026     
0.00000000000013200000        0.368050        0.066296         -0.050841         0.066049     
0.00000000000013300000        0.373778        0.066193         -0.045114         0.065946     
0.00000000000013400000        0.379500        0.065961         -0.039391         0.065714     
0.00000000000013500000        0.385206        0.065597         -0.033686         0.065351     
0.00000000000013600000        0.390881        0.065101         -0.028010         0.064855     
0.00000000000013700000        0.396515        0.064472         -0.022377         0.064225     
0.00000000000013800000        0.402093        0.063708         -0.016798         0.063462     
0.00000000000013900000        0.407603        0.062811         -0.011289         0.062564     
0.00000000000014000000        0.413031        0.061781         -0.005860         0.061534     
0.00000000000014100000        0.418365        0.060619         -0.000526         0.060373     
0.00000000000014200000        0.423592        0.059329         0.004701         0.059082     
0.00000000000014300000        0.428699        0.057912         0.009808         0.057665     
0.00000000000014400000        0.433675        0.056372         0.014783         0.056125     
0.00000000000014500000        0.438505        0.054714         0.019614         0.054467     
0.00000000000014600000        0.443180        0.052942         0.024289         0.052696     
0.00000000000014700000        0.447688        0.051063         0.028797         0.050816     
0.00000000000014800000        0.452019        0.049081         0.033128         0.048834     
0.00000000000014900000        0.456162        0.047004         0.037271         0.046757     
0.00000000000015000000        0.460109        0.044839         0.041218         0.044592     
0.00000000000015100000        0.463851        0.042593         0.044959         0.042347     
0.00000000000015200000        0.467380        0.040275         0.048488         0.040029     
0.00000000000015300000        0.470690        0.037894         0.051798         0.037648     
0.00000000000015400000        0.473774        0.035458         0.054883         0.035211     
0.00000000000015500000        0.476629        0.032976         0.057738         0.032730     
0.00000000000015600000        0.479250        0.030458         0.060358         0.030211     
0.00000000000015700000        0.481633        0.027913         0.062742         0.027667     
0.00000000000015800000        0.483778        0.025351         0.064887         0.025105     
0.00000000000015900000        0.485683        0.022781         0.066792         0.022535     
0.00000000000016000000        0.487349        0.020214         0.068457         0.019967     
0.00000000000016100000        0.488775        0.017657         0.069884         0.017411     
0.00000000000016200000        0.489965        0.015122         0.071074         0.014875     
0.00000000000016300000        0.490921        0.012616         0.072030         0.012369     
0.00000000000016400000        0.491647        0.010149         0.072756         0.009902     
0.00000000000016500000        0.492148        0.007728         0.073257         0.007482     
0.00000000000016600000        0.492429        0.005363         0.073538         0.005116     
0.00000000000016700000        0.492497        0.003060         0.073605         0.002814     
0.00000000000016800000        0.492358        0.000827         0.073467         0.000581     
0.00000000000016900000        0.492021        -0.001329         0.073129         -0.001576     
0.00000000000017000000        0.491493        -0.003403         0.072602         -0.003649     
0.00000000000017100000        0.490784        -0.005388         0.071892         -0.005635     
0.00000000000017200000        0.489902        -0.007280         0.071011         -0.007527     
0.00000000000017300000        0.488858        -0.009074         0.069966         -0.009321     
0.00000000000017400000        0.487661        -0.010767         0.068769         -0.011013     
0.00000000000017500000        0.486322        -0.012354         0.067431         -0.012600     
0.00000000000017600000        0.484851        -0.013832         0.065960         -0.014079     
0.00000000000017700000        0.483260        -0.015201         0.064369         -0.015447     
0.00000000000017800000        0.481559        -0.016457         0.062667         -0.016704     
0.00000000000017900000        0.479758        -0.017600         0.060867         -0.017847     
0.00000000000018000000        0.477869        -0.018629         0.058978         -0.018876     
0.00000000000018100000        0.475903        -0.019544         0.057012         -0.019790     
0.00000000000018200000        0.473870        -0.020344         0.054979         -0.020591     
0.00000000000018300000        0.471782        -0.021031         0.052890         -0.021278     
0.00000000000018400000        0.469648        -0.021606         0.050756         -0.021852     
0.00000000000018500000        0.467478        -0.022069         0.048587         -0.022316     
0.00000000000018600000        0.465283        -0.022423         0.046392         -0.022670     
0.00000000000018700000        0.463073        -0.022670         0.044181         -0.022917     
0.00000000000018800000        0.460856        -0.022812         0.041965         -0.023059     
0.00000000000018900000        0.458643        -0.022852         0.039752         -0.023098     
0.00000000000019000000        0.456441        -0.022791         0.037550         -0.023038     
0.00000000000019100000        0.454260        -0.022635         0.035369         -0.022881     
0.00000000000019200000        0.452107        -0.022384         0.033216         -0.022631     
0.00000000000019300000        0.449991        -0.022043         0.031099         -0.022290     
0.00000000000019400000        0.447918        -0.021616         0.029026         -0.021862     
0.00000000000019500000        0.445895        -0.021104         0.027004         -0.021351     
0.00000000000019600000        0.443931        -0.020513         0.025039         -0.020759     
0.00000000000019700000        0.442030        -0.019845         0.023138         -0.020091     
0.00000000000019800000        0.440199        -0.019104         0.021307         -0.019351     
0.00000000000019900000        0.438443        -0.018294         0.019552         -0.018540     
0.00000000000020000000        0.436768        -0.017418         0.017877         -0.017664     
0.00000000000020100000        0.435179        -0.016479         0.016288         -0.016726     
0.00000000000020200000        0.433681        -0.015482         0.014789         -0.015728     
0.00000000000020300000        0.432277        -0.014429         0.013385         -0.014676     
0.00000000000020400000        0.430972        -0.013325         0.012081         -0.013572     
0.00000000000020500000        0.429770        -0.012172         0.010879         -0.012419     
0.00000000000020600000        0.428674        -0.010974         0.009783         -0.011221     
0.00000000000020700000        0.427688        -0.009734         0.008797         -0.009981     
0.00000000000020800000        0.426814        -0.008456         0.007923         -0.008702     
0.00000000000020900000        0.426056        -0.007142         0.007164         -0.007388     
0.00000000000021000000        0.425414        -0.005795         0.006523         -0.006042     
0.00000000000021100000        0.424893        -0.004419         0.006002         -0.004666     
0.00000000000021200000        0.424494        -0.003017         0.005603         -0.003263     
0.00000000000021300000        0.424219        -0.001591         0.005327         -0.001838     
0.00000000000021400000        0.424069        -0.000145         0.005177         -0.000392     
0.00000000000021500000        0.424045        0.001319         0.005154         0.001072     
0.00000000000021600000        0.424150        0.002797         0.005258         0.002551     
0.00000000000021700000        0.424383        0.004288         0.005492         0.004041     
0.00000000000021800000        0.424746        0.005787         0.005855         0.005541     
0.00000000000021900000        0.425240        0.007293         0.006348         0.007046     
0.00000000000022000000        0.425864        0.008802         0.006973         0.008556     
0.00000000000022100000        0.426619        0.010312         0.007728         0.010066     
0.00000000000022200000        0.427506        0.011820         0.008614         0.011573     
0.00000000000022300000        0.428523        0.013322         0.009631         0.013076     
0.00000000000022400000        0.429670        0.014816         0.010779         0.014570     
0.00000000000022500000        0.430948        0.016300         0.012056         0.016053     
0.00000000000022600000        0.432355        0.017769         0.013463         0.017522     
0.00000000000022700000        0.433889        0.019221         0.014998         0.018974     
