# time   C_FQM_Re    C_FQM_Im    C_DCL_Re    C_DCL_Im    C_ACL_Re   C_ACL_Im
0.000000      1.000000      -0.000000      1.000000      -0.000000      1.000000      -0.000000
0.100000      0.981800      -0.071356      0.989860      -0.074379      0.990039      -0.071955
0.200000      0.934789      -0.123706      0.961367      -0.145296      0.963881      -0.127556
0.300000      0.875615      -0.148980      0.919388      -0.210425      0.929799      -0.158199
0.400000      0.819067      -0.150693      0.869682      -0.269024      0.895314      -0.164721
0.500000      0.772788      -0.137433      0.817074      -0.321622      0.864531      -0.153748
0.600000      0.738372      -0.117209      0.764633      -0.369360      0.838670      -0.133131
0.700000      0.714354      -0.095418      0.713751      -0.413419      0.817575      -0.109205
0.800000      0.698380      -0.075018      0.664645      -0.454708      0.800696      -0.086008
0.900000      0.688215      -0.057321      0.616895      -0.493778      0.787448      -0.065586
1.000000      0.682071      -0.042685      0.569840      -0.530861      0.777280      -0.048643
1.100000      0.678625      -0.030970      0.522811      -0.565950      0.769673      -0.035125
1.200000      0.676942      -0.021816      0.475248      -0.598888      0.764147      -0.024627
1.300000      0.676386      -0.014797      0.426743      -0.629430      0.760273      -0.016632
1.400000      0.676531      -0.009496      0.377038      -0.657296      0.757683      -0.010635
1.500000      0.677102      -0.005548      0.326011      -0.682202      0.756071      -0.006195
1.600000      0.677919      -0.002644      0.273653      -0.703876      0.755194      -0.002946
1.700000      0.678872      -0.000539      0.220043      -0.722075      0.754858      -0.000600
1.800000      0.679888      0.000963      0.165331      -0.736588      0.754914      0.001070
1.900000      0.680925      0.002014      0.109723      -0.747240      0.755249      0.002234
2.000000      0.681954      0.002728      0.053462      -0.753890      0.755778      0.003023
2.100000      0.682961      0.003193      -0.003180      -0.756437      0.756435      0.003536
2.200000      0.683934      0.003475      -0.059909      -0.754811      0.757175      0.003847
2.300000      0.684869      0.003624      -0.116420      -0.748979      0.757962      0.004011
2.400000      0.685762      0.003676      -0.172397      -0.738938      0.758771      0.004068
2.500000      0.686612      0.003660      -0.227524      -0.724719      0.759584      0.004049
2.600000      0.687420      0.003595      -0.281485      -0.706379      0.760388      0.003977
2.700000      0.688186      0.003498      -0.333967      -0.684007      0.761173      0.003869
2.800000      0.688911      0.003379      -0.384664      -0.657717      0.761935      0.003737
2.900000      0.689597      0.003246      -0.433282      -0.627649      0.762668      0.003590
3.000000      0.690246      0.003106      -0.479535      -0.593965      0.763372      0.003435
3.100000      0.690859      0.002963      -0.523152      -0.556853      0.764044      0.003277
3.200000      0.691437      0.002820      -0.563878      -0.516520      0.764684      0.003119
3.300000      0.691984      0.002680      -0.601473      -0.473193      0.765293      0.002964
3.400000      0.692500      0.002543      -0.635718      -0.427117      0.765871      0.002812
3.500000      0.692988      0.002411      -0.666411      -0.378552      0.766419      0.002667
3.600000      0.693449      0.002285      -0.693372      -0.327776      0.766939      0.002527
3.700000      0.693884      0.002164      -0.716442      -0.275077      0.767431      0.002394
3.800000      0.694296      0.002050      -0.735486      -0.220755      0.767898      0.002267
3.900000      0.694685      0.001942      -0.750390      -0.165119      0.768339      0.002147
4.000000      0.695054      0.001839      -0.761067      -0.108487      0.768758      0.002034
4.100000      0.695403      0.001742      -0.767452      -0.051182      0.769154      0.001927
4.200000      0.695733      0.001651      -0.769505      0.006470      0.769530      0.001826
4.300000      0.696046      0.001566      -0.767211      0.064140      0.769886      0.001732
4.400000      0.696343      0.001485      -0.760581      0.121500      0.770223      0.001642
4.500000      0.696624      0.001409      -0.749651      0.178222      0.770543      0.001558
4.600000      0.696891      0.001337      -0.734479      0.233985      0.770847      0.001479
4.700000      0.697145      0.001270      -0.715149      0.288469      0.771136      0.001405
4.800000      0.697386      0.001207      -0.691769      0.341365      0.771410      0.001335
4.900000      0.697616      0.001148      -0.664470      0.392372      0.771670      0.001270
5.000000      0.697834      0.001092      -0.633405      0.441199      0.771918      0.001208
