# time   C_FQM_Re    C_FQM_Im    C_DCL_Re    C_DCL_Im    C_ACL_Re   C_ACL_Im
23.600000      0.571712      0.000011      0.247785      0.553015      0.605989      0.000011
23.700000      0.571716      0.000011      0.288527      0.532898      0.605994      0.000011
23.800000      0.571720      0.000010      0.327649      0.509785      0.605998      0.000011
23.900000      0.571724      0.000010      0.364928      0.483804      0.606003      0.000011
24.000000      0.571729      0.000010      0.400157      0.455104      0.606007      0.000011
24.100000      0.571733      0.000010      0.433136      0.423844      0.606011      0.000011
24.200000      0.571737      0.000010      0.463680      0.390200      0.606016      0.000011
24.300000      0.571741      0.000010      0.491617      0.354362      0.606020      0.000010
24.400000      0.571745      0.000010      0.516791      0.316532      0.606024      0.000010
24.500000      0.571748      0.000010      0.539059      0.276921      0.606028      0.000010
24.600000      0.571752      0.000010      0.558297      0.235752      0.606032      0.000010
24.700000      0.571756      0.000009      0.574397      0.193258      0.606036      0.000010
24.800000      0.571760      0.000009      0.587266      0.149676      0.606040      0.000010
24.900000      0.571763      0.000009      0.596834      0.105252      0.606044      0.000010
25.000000      0.571767      0.000009      0.603047      0.060236      0.606048      0.000010
25.100000      0.571771      0.000009      0.605869      0.014881      0.606052      0.000009
25.200000      0.571774      0.000009      0.605285      -0.030559      0.606056      0.000009
25.300000      0.571778      0.000009      0.601297      -0.075827      0.606059      0.000009
25.400000      0.571781      0.000009      0.593929      -0.120670      0.606063      0.000009
25.500000      0.571785      0.000009      0.583221      -0.164835      0.606067      0.000009
25.600000      0.571788      0.000008      0.569233      -0.208073      0.606070      0.000009
25.700000      0.571791      0.000008      0.552046      -0.250142      0.606074      0.000009
25.800000      0.571795      0.000008      0.531754      -0.290805      0.606077      0.000009
25.900000      0.571798      0.000008      0.508472      -0.329834      0.606081      0.000009
26.000000      0.571801      0.000008      0.482331      -0.367008      0.606084      0.000009
26.100000      0.571804      0.000008      0.453478      -0.402120      0.606088      0.000008
26.200000      0.571808      0.000008      0.422075      -0.434971      0.606091      0.000008
26.300000      0.571811      0.000008      0.388298      -0.465376      0.606094      0.000008
26.400000      0.571814      0.000008      0.352338      -0.493166      0.606098      0.000008
26.500000      0.571817      0.000008      0.314396      -0.518183      0.606101      0.000008
26.600000      0.571820      0.000008      0.274687      -0.540286      0.606104      0.000008
26.700000      0.571823      0.000007      0.233432      -0.559353      0.606107      0.000008
26.800000      0.571826      0.000007      0.190865      -0.575274      0.606110      0.000008
26.900000      0.571829      0.000007      0.147224      -0.587961      0.606113      0.000008
27.000000      0.571832      0.000007      0.102755      -0.597343      0.606117      0.000008
27.100000      0.571835      0.000007      0.057707      -0.603366      0.606120      0.000008
27.200000      0.571837      0.000007      0.012335      -0.605997      0.606123      0.000007
27.300000      0.571840      0.000007      -0.033107      -0.605221      0.606126      0.000007
27.400000      0.571843      0.000007      -0.078363      -0.601042      0.606128      0.000007
27.500000      0.571846      0.000007      -0.123179      -0.593483      0.606131      0.000007
27.600000      0.571848      0.000007      -0.167303      -0.582588      0.606134      0.000007
27.700000      0.571851      0.000007      -0.210487      -0.568416      0.606137      0.000007
27.800000      0.571854      0.000007      -0.252488      -0.551049      0.606140      0.000007
27.900000      0.571856      0.000007      -0.293069      -0.530584      0.606143      0.000007
28.000000      0.571859      0.000006      -0.332004      -0.507135      0.606145      0.000007
28.100000      0.571862      0.000006      -0.369071      -0.480835      0.606148      0.000007
28.200000      0.571864      0.000006      -0.404064      -0.451830      0.606151      0.000007
28.300000      0.571867      0.000006      -0.436786      -0.420286      0.606154      0.000007
28.400000      0.571869      0.000006      -0.467052      -0.386378      0.606156      0.000007
28.500000      0.571872      0.000006      -0.494692      -0.350297      0.606159      0.000006
28.600000      0.571874      0.000006      -0.519552      -0.312246      0.606161      0.000006
28.700000      0.571876      0.000006      -0.541490      -0.272440      0.606164      0.000006
28.800000      0.571879      0.000006      -0.560384      -0.231101      0.606166      0.000006
28.900000      0.571881      0.000006      -0.576127      -0.188463      0.606169      0.000006
29.000000      0.571884      0.000006      -0.588631      -0.144765      0.606171      0.000006
29.100000      0.571886      0.000006      -0.597826      -0.100252      0.606174      0.000006
29.200000      0.571888      0.000006      -0.603660      -0.055176      0.606176      0.000006
29.300000      0.571890      0.000006      -0.606100      -0.009788      0.606179      0.000006
29.400000      0.571893      0.000006      -0.605132      0.035654      0.606181      0.000006
29.500000      0.571895      0.000006      -0.600761      0.080896      0.606183      0.000006
29.600000      0.571897      0.000005      -0.593013      0.125684      0.606186      0.000006
29.700000      0.571899      0.000005      -0.581931      0.169766      0.606188      0.000006
29.800000      0.571901      0.000005      -0.567577      0.212893      0.606190      0.000006
29.900000      0.571904      0.000005      -0.550031      0.254824      0.606193      0.000006
30.000000      0.571906      0.000005      -0.529393      0.295323      0.606195      0.000006
