# time   C_FQM_Re    C_FQM_Im    C_DCL_Re    C_DCL_Im    C_ACL_Re   C_ACL_Im
0.000000      1.000000      -0.000000      1.000000      -0.000000      1.000000      -0.000000
0.100000      0.871371      -0.250318      0.901549      -0.278882      0.907014      -0.260557
0.200000      0.635884      -0.310201      0.669413      -0.457970      0.728967      -0.355609
0.300000      0.467890      -0.243944      0.416248      -0.524538      0.593773      -0.309575
0.400000      0.382436      -0.157844      0.203236      -0.522755      0.518450      -0.213981
0.500000      0.345134      -0.088828      0.034864      -0.491630      0.477310      -0.122846
0.600000      0.333337      -0.039637      -0.104076      -0.446097      0.454872      -0.054089
0.700000      0.336107      -0.006538      -0.225275      -0.385185      0.446140      -0.008679
0.800000      0.347209      0.013921      -0.330808      -0.303025      0.448258      0.017972
0.900000      0.362182      0.024642      -0.414802      -0.196088      0.457757      0.031145
1.000000      0.377796      0.028388      -0.467639      -0.066660      0.471039      0.035394
1.100000      0.392046      0.027708      -0.480356      0.076735      0.485236      0.034294
1.200000      0.404036      0.024674      -0.447896      0.221022      0.498533      0.030444
1.300000      0.413623      0.020733      -0.370721      0.351230      0.510043      0.025566
1.400000      0.421036      0.016754      -0.254898      0.453152      0.519512      0.020673
1.500000      0.426647      0.013175      -0.111151      0.515445      0.527042      0.016276
1.600000      0.430848      0.010162      0.046640      0.530994      0.532891      0.012569
1.700000      0.433965      0.007727      0.203142      0.497574      0.537359      0.009568
1.800000      0.436261      0.005812      0.343228      0.417895      0.540731      0.007204
1.900000      0.437951      0.004333      0.453481      0.299176      0.543252      0.005374
2.000000      0.439188      0.003204      0.523423      0.152319      0.545121      0.003977
2.100000      0.440083      0.002351      0.546428      -0.009189      0.546498      0.002920
2.200000      0.440732      0.001711      0.520259      -0.170571      0.547503      0.002125
2.300000      0.441197      0.001232      0.447207      -0.317119      0.548230      0.001530
2.400000      0.441522      0.000875      0.333834      -0.435526      0.548750      0.001087
2.500000      0.441748      0.000610      0.190343      -0.515072      0.549117      0.000758
2.600000      0.441901      0.000414      0.029641      -0.548569      0.549369      0.000515
2.700000      0.441996      0.000270      -0.133837      -0.532991      0.549537      0.000336
2.800000      0.442053      0.000164      -0.285424      -0.469725      0.549644      0.000204
2.900000      0.442083      0.000087      -0.411535      -0.364438      0.549706      0.000109
3.000000      0.442089      0.000032      -0.500880      -0.226556      0.549734      0.000040
3.100000      0.442081      -0.000008      -0.545466      -0.068418      0.549740      -0.000010
3.200000      0.442065      -0.000035      -0.541311      0.095832      0.549729      -0.000044
3.300000      0.442039      -0.000054      -0.488794      0.251510      0.549706      -0.000067
3.400000      0.442009      -0.000066      -0.392615      0.384704      0.549676      -0.000083
3.500000      0.441979      -0.000074      -0.261375      0.483517      0.549641      -0.000092
3.600000      0.441946      -0.000078      -0.106804      0.539125      0.549603      -0.000097
3.700000      0.441911      -0.000080      0.057284      0.546570      0.549564      -0.000099
3.800000      0.441879      -0.000079      0.216233      0.505193      0.549524      -0.000099
3.900000      0.441847      -0.000078      0.355844      0.418698      0.549485      -0.000097
4.000000      0.441814      -0.000075      0.463653      0.294818      0.549447      -0.000094
4.100000      0.441785      -0.000072      0.530034      0.144622      0.549410      -0.000090
4.200000      0.441757      -0.000069      0.549064      -0.018472      0.549375      -0.000086
