# time   C_FQM_Re    C_FQM_Im    C_DCL_Re    C_DCL_Im    C_ACL_Re   C_ACL_Im
0.000000      1.000000      -0.000000      1.000000      -0.000000      1.000000      -0.000000
0.100000      0.880697      -0.252997      0.928053      -0.287080      0.933679      -0.268217
0.200000      0.661904      -0.322895      0.743297      -0.508517      0.809424      -0.394858
0.300000      0.507792      -0.264748      0.508669      -0.641003      0.725610      -0.378311
0.400000      0.434455      -0.179313      0.271375      -0.698017      0.692269      -0.285721
0.500000      0.408915      -0.105243      0.049661      -0.700285      0.679887      -0.174983
0.600000      0.408295      -0.048551      -0.153774      -0.659114      0.672079      -0.079917
0.700000      0.420987      -0.008189      -0.337237      -0.576624      0.667874      -0.012992
0.800000      0.440054      0.017643      -0.493899      -0.452418      0.669252      0.026832
0.900000      0.460503      0.031332      -0.612381      -0.289490      0.675796      0.045980
1.000000      0.478983      0.035991      -0.680411      -0.096990      0.685357      0.051498
1.100000      0.493831      0.034902      -0.688725      0.110021      0.695721      0.049170
1.200000      0.504787      0.030826      -0.633762      0.312741      0.705412      0.043078
1.300000      0.512391      0.025683      -0.518766      0.491492      0.713725      0.035775
1.400000      0.517430      0.020590      -0.353506      0.628456      0.720487      0.028670
1.500000      0.520657      0.016079      -0.153069      0.709833      0.725804      0.022414
1.600000      0.522685      0.012328      0.063883      0.727295      0.729892      0.017216
1.700000      0.523934      0.009329      0.277098      0.678720      0.732990      0.013052
1.800000      0.524688      0.006990      0.466738      0.568273      0.735311      0.009796
1.900000      0.525145      0.005195      0.615245      0.405896      0.737038      0.007291
2.000000      0.525416      0.003833      0.708926      0.206302      0.738314      0.005387
2.100000      0.525566      0.002808      0.739156      -0.012430      0.739250      0.003950
2.200000      0.525651      0.002040      0.703112      -0.230521      0.739932      0.002872
2.300000      0.525693      0.001467      0.603985      -0.428292      0.740424      0.002067
2.400000      0.525703      0.001042      0.450653      -0.587931      0.740776      0.001468
2.500000      0.525699      0.000726      0.256865      -0.695081      0.741024      0.001023
2.600000      0.525687      0.000493      0.039991      -0.740115      0.741194      0.000695
2.700000      0.525663      0.000321      -0.180541      -0.718987      0.741308      0.000453
2.800000      0.525637      0.000195      -0.384990      -0.633582      0.741380      0.000275
2.900000      0.525612      0.000104      -0.555063      -0.491540      0.741421      0.000146
3.000000      0.525581      0.000038      -0.675549      -0.305561      0.741441      0.000053
3.100000      0.525551      -0.000009      -0.735680      -0.092276      0.741444      -0.000013
3.200000      0.525524      -0.000042      -0.730084      0.129252      0.741437      -0.000059
3.300000      0.525495      -0.000064      -0.659266      0.339227      0.741422      -0.000091
3.400000      0.525466      -0.000079      -0.529558      0.518888      0.741401      -0.000111
3.500000      0.525441      -0.000088      -0.352552      0.652187      0.741378      -0.000124
3.600000      0.525416      -0.000093      -0.144067      0.727219      0.741352      -0.000131
3.700000      0.525390      -0.000095      0.077273      0.737287      0.741326      -0.000134
3.800000      0.525369      -0.000094      0.291694      0.681497      0.741299      -0.000133
3.900000      0.525348      -0.000093      0.480045      0.564837      0.741272      -0.000131
4.000000      0.525327      -0.000090      0.625504      0.397733      0.741247      -0.000127
4.100000      0.525309      -0.000086      0.715081      0.195113      0.741222      -0.000122
4.200000      0.525292      -0.000082      0.740779      -0.024921      0.741198      -0.000116
4.300000      0.525274      -0.000078      0.700307      -0.242716      0.741176      -0.000110
4.400000      0.525259      -0.000074      0.597284      -0.438818      0.741154      -0.000104
4.500000      0.525246      -0.000070      0.440916      -0.595712      0.741134      -0.000098
4.600000      0.525231      -0.000065      0.245172      -0.699387      0.741115      -0.000092
4.700000      0.525219      -0.000061      0.027538      -0.740585      0.741097      -0.000087
4.800000      0.525209      -0.000058      -0.192545      -0.715630      0.741080      -0.000081
4.900000      0.525196      -0.000054      -0.395420      -0.626753      0.741064      -0.000076
5.000000      0.525186      -0.000050      -0.562967      -0.481896      0.741050      -0.000071
5.100000      0.525178      -0.000047      -0.680220      -0.293999      0.741036      -0.000066
5.200000      0.525168      -0.000044      -0.736709      -0.079848      0.741023      -0.000062
5.300000      0.525160      -0.000041      -0.727390      0.141428      0.741011      -0.000058
5.400000      0.525153      -0.000038      -0.653097      0.350065      0.741000      -0.000054
5.500000      0.525146      -0.000036      -0.520469      0.527425      0.740989      -0.000051
5.600000      0.525138      -0.000034      -0.341353      0.657669      0.740980      -0.000047
5.700000      0.525133      -0.000031      -0.131751      0.729163      0.740970      -0.000044
5.800000      0.525127      -0.000029      0.089615      0.735523      0.740962      -0.000041
5.900000      0.525121      -0.000027      0.302971      0.676182      0.740954      -0.000039
6.000000      0.525117      -0.000026      0.489259      0.556441      0.740946      -0.000036
6.100000      0.525112      -0.000024      0.631841      0.386999      0.740939      -0.000034
6.200000      0.525106      -0.000022      0.717980      0.182991      0.740933      -0.000032
6.300000      0.525103      -0.000021      0.739984      -0.037360      0.740927      -0.000030
6.400000      0.525099      -0.000020      0.695888      -0.254369      0.740921      -0.000028
6.500000      0.525095      -0.000019      0.589632      -0.448654      0.740916      -0.000026
6.600000      0.525092      -0.000017      0.430707      -0.602859      0.740911      -0.000024
6.700000      0.525089      -0.000016      0.233312      -0.703212      0.740906      -0.000023
