# FQM_w,     FQM_I,     DCL_I,     ACL_I
-20.000000       -0.001049       0.000332       -0.001008
-19.990000       -0.001045       -0.000370       -0.001005
-19.980000       -0.001042       -0.001107       -0.001002
-19.970000       -0.001038       -0.001816       -0.000999
-19.960000       -0.001035       -0.002430       -0.000995
-19.950000       -0.001030       -0.002896       -0.000991
-19.940000       -0.001025       -0.003171       -0.000986
-19.930000       -0.001020       -0.003231       -0.000981
-19.920000       -0.001015       -0.003069       -0.000976
-19.910000       -0.001009       -0.002700       -0.000970
-19.900000       -0.001003       -0.002156       -0.000964
-19.890000       -0.000997       -0.001487       -0.000958
-19.880000       -0.000991       -0.000750       -0.000952
-19.870000       -0.000985       -0.000011       -0.000946
-19.860000       -0.000980       0.000663       -0.000941
-19.850000       -0.000975       0.001213       -0.000936
-19.840000       -0.000971       0.001590       -0.000932
-19.830000       -0.000967       0.001761       -0.000928
-19.820000       -0.000963       0.001710       -0.000925
-19.810000       -0.000960       0.001444       -0.000922
-19.800000       -0.000957       0.000985       -0.000919
-19.790000       -0.000954       0.000375       -0.000917
-19.780000       -0.000951       -0.000332       -0.000914
-19.770000       -0.000948       -0.001070       -0.000911
-19.760000       -0.000945       -0.001776       -0.000908
-19.750000       -0.000942       -0.002384       -0.000905
-19.740000       -0.000938       -0.002841       -0.000901
-19.730000       -0.000933       -0.003106       -0.000897
-19.720000       -0.000928       -0.003153       -0.000892
-19.710000       -0.000923       -0.002980       -0.000887
-19.700000       -0.000918       -0.002600       -0.000881
-19.690000       -0.000912       -0.002048       -0.000876
-19.680000       -0.000907       -0.001372       -0.000870
-19.670000       -0.000901       -0.000633       -0.000865
-19.660000       -0.000896       0.000104       -0.000859
-19.650000       -0.000891       0.000773       -0.000854
-19.640000       -0.000886       0.001315       -0.000850
-19.630000       -0.000882       0.001682       -0.000846
-19.620000       -0.000879       0.001840       -0.000843
-19.610000       -0.000876       0.001777       -0.000840
-19.600000       -0.000873       0.001498       -0.000837
-19.590000       -0.000870       0.001029       -0.000835
-19.580000       -0.000868       0.000410       -0.000833
-19.570000       -0.000865       -0.000301       -0.000830
-19.560000       -0.000863       -0.001041       -0.000828
-19.550000       -0.000860       -0.001744       -0.000825
-19.540000       -0.000856       -0.002346       -0.000822
-19.530000       -0.000853       -0.002795       -0.000819
-19.520000       -0.000849       -0.003048       -0.000815
-19.510000       -0.000844       -0.003083       -0.000810
-19.500000       -0.000839       -0.002898       -0.000806
-19.490000       -0.000834       -0.002507       -0.000800
-19.480000       -0.000829       -0.001946       -0.000795
-19.470000       -0.000824       -0.001264       -0.000790
-19.460000       -0.000819       -0.000523       -0.000785
-19.450000       -0.000814       0.000213       -0.000780
-19.440000       -0.000809       0.000878       -0.000775
-19.430000       -0.000805       0.001411       -0.000771
-19.420000       -0.000801       0.001767       -0.000768
-19.410000       -0.000798       0.001914       -0.000765
-19.400000       -0.000795       0.001838       -0.000762
-19.390000       -0.000793       0.001546       -0.000760
-19.380000       -0.000791       0.001066       -0.000758
-19.370000       -0.000788       0.000440       -0.000756
-19.360000       -0.000786       -0.000276       -0.000754
-19.350000       -0.000784       -0.001018       -0.000752
-19.340000       -0.000781       -0.001719       -0.000750
-19.330000       -0.000778       -0.002315       -0.000747
-19.320000       -0.000775       -0.002755       -0.000744
